TransactionID,TransactionDT,TransactionAmt,ProductCD,addr1,addr2,customer_id,ts,channel,risk_score
3006447,184996,52.9,W,264.0,87.0,C09933,2016-07-04 03:23:16,in_person,0.19
3006468,185541,50.03,W,264.0,87.0,C09933,2016-07-04 03:32:21,in_person,0.09
3006526,187131,99.97,H,264.0,87.0,C09933,2016-07-04 03:58:51,online,0.11
3006980,223280,47.93,W,264.0,87.0,C09933,2016-07-04 14:01:20,in_person,0.25
3007244,228731,92.02,W,204.0,87.0,C09933,2016-07-04 15:32:11,in_person,0.78
3007416,231527,114.99,W,264.0,87.0,C09933,2016-07-04 16:18:47,in_person,0.09
3007759,236597,99.92,W,264.0,87.0,C09933,2016-07-04 17:43:17,in_person,0.15
3008138,242570,100.03,H,330.0,87.0,C02923,2016-07-04 19:22:50,online,0.15
3008257,244183,100.01,W,264.0,87.0,C09933,2016-07-04 19:49:43,in_person,0.12
3008768,251608,30.88,W,264.0,87.0,C09933,2016-07-04 21:53:28,in_person,0.25
3008785,251783,48.99,W,264.0,87.0,C09933,2016-07-04 21:56:23,in_person,0.14
3009109,256439,149.95,W,264.0,87.0,C09933,2016-07-04 23:13:59,in_person,0.14
3009172,257374,108.0,W,264.0,87.0,C09933,2016-07-04 23:29:34,in_person,0.04
3009239,258606,47.88,W,264.0,87.0,C09933,2016-07-04 23:50:06,in_person,0.07
3009389,261414,20.09,W,264.0,87.0,C09933,2016-07-05 00:36:54,in_person,0.01
3010071,278544,57.9,W,264.0,87.0,C09933,2016-07-05 05:22:24,in_person,0.15
3010601,314068,78.01,W,264.0,87.0,C09933,2016-07-05 15:14:28,in_person,0.02
3010652,315011,99.99,W,264.0,87.0,C09933,2016-07-05 15:30:11,in_person,0.28
3010653,315021,88.03,W,264.0,87.0,C09933,2016-07-05 15:30:21,in_person,0.3
3010729,316642,54.42,W,264.0,87.0,C09933,2016-07-05 15:57:22,in_person,0.27
3010757,317154,83.02,W,264.0,87.0,C09933,2016-07-05 16:05:54,in_person,0.05
3010803,317819,159.96,W,191.0,87.0,C07297,2016-07-05 16:16:59,in_person,0.22
3011085,322444,56.04,W,264.0,87.0,C09933,2016-07-05 17:34:04,in_person,0.06
3011812,333666,225.92,W,264.0,87.0,C09933,2016-07-05 20:41:06,in_person,0.23
3012051,337462,58.99,W,264.0,87.0,C09933,2016-07-05 21:44:22,in_person,0.02
3012430,342812,58.04,W,264.0,87.0,C09933,2016-07-05 23:13:32,in_person,0.03
3012540,344502,50.06,W,264.0,87.0,C09933,2016-07-05 23:41:42,in_person,0.02
3012743,347386,226.08,W,264.0,87.0,C07297,2016-07-06 00:29:46,in_person,0.31
3013010,351429,110.9,W,264.0,87.0,C09933,2016-07-06 01:37:09,in_person,0.03
3013237,355586,107.92,W,264.0,87.0,C09933,2016-07-06 02:46:26,in_person,0.05
3013266,356175,57.98,W,264.0,87.0,C09933,2016-07-06 02:56:15,in_person,0.08
3013308,357328,35.05,W,264.0,87.0,C09933,2016-07-06 03:15:28,in_person,0.15
3013453,361370,107.91,W,264.0,87.0,C09933,2016-07-06 04:22:50,in_person,0.17
3013636,372295,49.96,W,264.0,87.0,C09933,2016-07-06 07:24:55,in_person,0.41
3013696,386584,59.96,W,264.0,87.0,C09933,2016-07-06 11:23:04,in_person,0.02
3013744,390602,225.92,W,204.0,87.0,C09933,2016-07-06 12:30:02,in_person,0.15
3013960,397865,76.98,W,315.0,87.0,C08623,2016-07-06 14:31:05,in_person,0.11
3013990,398639,40.0,H,269.0,87.0,C09933,2016-07-06 14:43:59,online,0.1
3014003,398872,199.98,W,191.0,87.0,C12382,2016-07-06 14:47:52,in_person,0.11
3014038,399600,40.09,H,264.0,87.0,C09933,2016-07-06 15:00:00,online,0.25
3014105,400938,57.87,W,264.0,87.0,C09933,2016-07-06 15:22:18,in_person,0.02
3014333,404490,108.02,W,204.0,87.0,C08623,2016-07-06 16:21:30,in_person,0.23
3014415,405463,117.06,W,264.0,87.0,C09933,2016-07-06 16:37:43,in_person,0.01
3014441,405766,198.59,W,184.0,87.0,C12382,2016-07-06 16:42:46,in_person,0.29
3014962,411836,86.91,W,315.0,87.0,C08623,2016-07-06 18:23:56,in_person,0.48
3015183,414606,87.09,W,315.0,87.0,C08623,2016-07-06 19:10:06,in_person,0.02
3015377,417201,135.03,W,264.0,87.0,C09933,2016-07-06 19:53:21,in_person,0.09
3015586,420048,58.97,W,264.0,87.0,C09933,2016-07-06 20:40:48,in_person,0.07
3015607,420341,135.06,W,264.0,87.0,C09933,2016-07-06 20:45:41,in_person,0.09
3015695,421450,47.93,W,264.0,87.0,C09933,2016-07-06 21:04:10,in_person,0.01
3015779,422494,48.94,W,299.0,87.0,C08623,2016-07-06 21:21:34,in_person,0.02
3015809,422951,120.08,W,204.0,87.0,C07297,2016-07-06 21:29:11,in_person,0.04
3015830,423343,185.07,W,428.0,87.0,C12382,2016-07-06 21:35:43,in_person,0.11
3015958,425108,130.52,W,204.0,87.0,C07297,2016-07-06 22:05:08,in_person,0.04
3016362,431498,11.22,C,,,C08106,2016-07-06 23:51:38,online,0.02
3016364,431516,48.94,W,264.0,87.0,C09933,2016-07-06 23:51:56,in_person,0.21
3016517,433556,99.94,W,264.0,87.0,C09933,2016-07-07 00:25:56,in_person,0.05
3016562,434350,99.97,W,264.0,87.0,C09933,2016-07-07 00:39:10,in_person,0.23
3016570,434494,130.94,W,143.0,87.0,C12382,2016-07-07 00:41:34,in_person,0.02
3016589,434762,120.42,W,143.0,87.0,C12382,2016-07-07 00:46:02,in_person,0.09
3016626,435287,108.47,W,264.0,87.0,C09933,2016-07-07 00:54:47,in_person,0.3
3016946,441056,107.88,W,441.0,87.0,C09933,2016-07-07 02:30:56,in_person,0.07
3017004,442497,35.98,W,264.0,87.0,C09933,2016-07-07 02:54:57,in_person,0.06
3017041,443398,140.04,W,264.0,87.0,C09933,2016-07-07 03:09:58,in_person,0.18
3017067,444036,100.01,W,264.0,87.0,C09933,2016-07-07 03:20:36,in_person,0.04
3017081,444495,100.09,W,264.0,87.0,C09933,2016-07-07 03:28:15,in_person,0.08
3017145,446032,69.92,W,264.0,87.0,C09933,2016-07-07 03:53:52,in_person,0.13
3017150,446228,159.97,W,264.0,87.0,C09933,2016-07-07 03:57:08,in_person,0.06
3017209,447986,100.05,W,264.0,87.0,C12382,2016-07-07 04:26:26,in_person,0.27
3017245,449604,29.99,W,264.0,87.0,C09933,2016-07-07 04:53:24,in_person,0.01
3017356,455914,160.01,W,264.0,87.0,C09933,2016-07-07 06:38:34,in_person,0.22
3017365,456397,25.03,W,220.0,87.0,C08623,2016-07-07 06:46:37,in_person,0.03
3017366,456403,159.99,W,264.0,87.0,C09933,2016-07-07 06:46:43,in_person,0.05
3017375,457295,52.86,W,264.0,87.0,C09933,2016-07-07 07:01:35,in_person,0.2
3017442,472497,108.46,W,204.0,87.0,C09933,2016-07-07 11:14:57,in_person,0.06
3017511,477322,150.01,W,264.0,87.0,C09933,2016-07-07 12:35:22,in_person,0.22
3017590,480796,150.49,W,204.0,87.0,C09933,2016-07-07 13:33:16,in_person,0.13
3017748,484455,99.98,W,264.0,87.0,C09933,2016-07-07 14:34:15,in_person,0.17
3017773,484923,116.96,W,204.0,87.0,C08623,2016-07-07 14:42:03,in_person,0.09
3017927,487582,59.01,W,204.0,87.0,C08623,2016-07-07 15:26:22,in_person,0.16
3017957,488284,205.95,W,264.0,87.0,C09933,2016-07-07 15:38:04,in_person,0.25
3018075,490173,59.0,W,264.0,87.0,C09933,2016-07-07 16:09:33,in_person,0.09
3018165,491505,150.45,W,204.0,87.0,C09933,2016-07-07 16:31:45,in_person,0.4
3018166,491560,78.03,W,225.0,87.0,C08623,2016-07-07 16:32:40,in_person,0.01
3018304,493653,99.91,W,264.0,87.0,C09933,2016-07-07 17:07:33,in_person,0.31
3018431,495486,87.89,W,264.0,87.0,C08623,2016-07-07 17:38:06,in_person,0.07
3018455,495817,116.93,W,264.0,87.0,C09933,2016-07-07 17:43:37,in_person,0.35
3018570,497203,25.9,W,264.0,87.0,C09933,2016-07-07 18:06:43,in_person,0.21
3018581,497355,39.98,W,264.0,87.0,C09933,2016-07-07 18:09:15,in_person,0.02
3018676,498574,47.86,W,264.0,87.0,C09933,2016-07-07 18:29:34,in_person,0.17
3018705,498872,117.09,W,264.0,87.0,C09933,2016-07-07 18:34:32,in_person,0.27
3018762,499548,31.87,W,264.0,87.0,C09933,2016-07-07 18:45:48,in_person,0.18
3018804,500094,414.0,W,264.0,87.0,C09933,2016-07-07 18:54:54,in_person,0.3
3018810,500136,59.04,W,441.0,87.0,C09933,2016-07-07 18:55:36,in_person,0.12
3019167,504840,100.04,W,143.0,87.0,C12382,2016-07-07 20:14:00,in_person,0.11
3019179,504966,67.97,W,264.0,87.0,C09933,2016-07-07 20:16:06,in_person,0.13
3019196,505283,39.07,W,299.0,87.0,C08623,2016-07-07 20:21:23,in_person,0.05
3019208,505414,40.03,W,315.0,87.0,C09933,2016-07-07 20:23:34,in_person,0.14
3019235,505678,116.97,W,143.0,87.0,C12382,2016-07-07 20:27:58,in_person,0.36
3019337,507028,400.07,W,264.0,87.0,C09933,2016-07-07 20:50:28,in_person,0.09
3019559,510144,30.9,W,264.0,87.0,C09933,2016-07-07 21:42:24,in_person,0.06
3019770,513059,209.89,W,264.0,87.0,C09933,2016-07-07 22:30:59,in_person,0.06
3020418,522342,20.07,H,264.0,87.0,C09933,2016-07-08 01:05:42,online,0.05
3020489,523485,74.94,R,264.0,87.0,C09933,2016-07-08 01:24:45,online,0.01
3020501,523780,773.93,W,264.0,87.0,C09933,2016-07-08 01:29:40,in_person,0.54
3020535,524393,57.86,W,264.0,87.0,C09933,2016-07-08 01:39:53,in_person,0.1
3020600,525638,36.46,W,387.0,87.0,C12382,2016-07-08 02:00:38,in_person,0.19
3020683,527407,311.97,W,272.0,87.0,C08623,2016-07-08 02:30:07,in_person,0.16
3020761,529038,58.0,W,264.0,87.0,C09933,2016-07-08 02:57:18,in_person,0.14
3020799,529971,213.04,W,325.0,87.0,C08623,2016-07-08 03:12:51,in_person,0.28
3020831,530631,226.07,W,325.0,87.0,C08623,2016-07-08 03:23:51,in_person,0.06
3020834,530678,11.94,W,220.0,87.0,C08623,2016-07-08 03:24:38,in_person,0.04
3020847,530991,69.03,W,264.0,87.0,C09933,2016-07-08 03:29:51,in_person,0.02
3020872,531468,99.98,W,264.0,87.0,C09933,2016-07-08 03:37:48,in_person,0.05
3020881,531658,19.99,H,181.0,87.0,C08623,2016-07-08 03:40:58,online,0.61
3020895,532003,20.09,H,181.0,87.0,C08623,2016-07-08 03:46:43,online,0.05
3021030,536872,39.98,W,492.0,87.0,C07297,2016-07-08 05:07:52,in_person,0.15
3021063,538818,100.06,W,264.0,87.0,C09933,2016-07-08 05:40:18,in_person,0.19
3021067,539123,158.99,W,264.0,87.0,C09933,2016-07-08 05:45:23,in_person,0.07
3021302,567405,663.91,W,485.0,87.0,C07297,2016-07-08 13:36:45,in_person,0.59
3021411,570536,102.07,W,143.0,87.0,C08623,2016-07-08 14:28:56,in_person,0.02
3021906,578362,49.96,W,264.0,87.0,C09933,2016-07-08 16:39:22,in_person,0.31
3021986,579593,99.98,W,433.0,87.0,C07297,2016-07-08 16:59:53,in_person,0.12
3022014,579888,77.97,W,264.0,87.0,C09933,2016-07-08 17:04:48,in_person,0.07
3022086,580823,39.98,H,327.0,87.0,C08623,2016-07-08 17:20:23,online,0.09
3022135,581410,90.03,W,387.0,87.0,C12382,2016-07-08 17:30:10,in_person,0.17
3022203,582337,99.99,W,485.0,87.0,C07297,2016-07-08 17:45:37,in_person,0.02
3022218,582516,107.06,W,387.0,87.0,C12382,2016-07-08 17:48:36,in_person,0.06
3022263,583165,12.2,C,,,C08106,2016-07-08 17:59:25,online,0.05
3022310,583733,116.92,W,485.0,87.0,C07297,2016-07-08 18:08:53,in_person,0.08
3022602,587729,249.92,R,264.0,87.0,C09933,2016-07-08 19:15:29,online,0.18
3022812,590271,88.9,W,205.0,87.0,C08623,2016-07-08 19:57:51,in_person,0.12
3022936,592103,72.88,W,264.0,87.0,C09933,2016-07-08 20:28:23,in_person,0.11
3023034,593388,48.0,W,299.0,87.0,C07297,2016-07-08 20:49:48,in_person,0.09
3023044,593619,50.0,W,264.0,87.0,C09933,2016-07-08 20:53:39,in_person,0.14
3023499,599383,59.07,W,184.0,87.0,C08623,2016-07-08 22:29:43,in_person,0.11
3023607,600675,68.55,W,264.0,87.0,C09933,2016-07-08 22:51:15,in_person,0.2
3023768,603187,34.96,W,441.0,87.0,C08623,2016-07-08 23:33:07,in_person,0.32
3023933,605338,217.01,W,264.0,87.0,C09933,2016-07-09 00:08:58,in_person,0.14
3024076,607446,38.97,W,272.0,87.0,C08623,2016-07-09 00:44:06,in_person,0.01
3024198,609363,39.98,W,441.0,87.0,C08623,2016-07-09 01:16:03,in_person,0.08
3024376,612145,44.0,W,264.0,87.0,C09933,2016-07-09 02:02:25,in_person,0.01
3024680,618648,20.05,W,485.0,87.0,C12382,2016-07-09 03:50:48,in_person,0.2
3024998,647013,99.92,H,264.0,87.0,C09933,2016-07-09 11:43:33,online,0.01
3025135,654418,74.98,R,272.0,87.0,C08623,2016-07-09 13:46:58,online,0.77
3025167,655606,25.01,W,264.0,87.0,C09933,2016-07-09 14:06:46,in_person,0.02
3025328,659001,39.07,W,264.0,87.0,C09933,2016-07-09 15:03:21,in_person,0.03
3025483,661408,150.97,W,191.0,87.0,C08623,2016-07-09 15:43:28,in_person,0.03
3025749,665398,47.95,W,476.0,87.0,C07297,2016-07-09 16:49:58,in_person,0.04
3025933,667952,49.06,W,204.0,87.0,C08623,2016-07-09 17:32:32,in_person,0.2
3026088,669964,25.93,W,143.0,87.0,C12382,2016-07-09 18:06:04,in_person,0.25
3026206,671614,39.03,W,177.0,87.0,C08623,2016-07-09 18:33:34,in_person,0.01
3026609,676903,59.89,W,264.0,87.0,C09933,2016-07-09 20:01:43,in_person,0.16
3027118,683221,35.9,W,264.0,87.0,C09933,2016-07-09 21:47:01,in_person,0.33
3027282,685497,107.88,W,264.0,87.0,C09933,2016-07-09 22:24:57,in_person,0.03
3027702,690815,209.9,W,330.0,87.0,C08623,2016-07-09 23:53:35,in_person,0.15
3028537,705851,269.92,W,299.0,87.0,C08623,2016-07-10 04:04:11,in_person,0.23
3028542,705901,50.04,H,310.0,87.0,C09933,2016-07-10 04:05:01,online,0.52
3029020,742468,29.96,W,264.0,87.0,C09933,2016-07-10 14:14:28,in_person,0.3
3029137,744793,30.91,W,264.0,87.0,C09933,2016-07-10 14:53:13,in_person,0.2
3029355,748462,59.05,W,264.0,87.0,C09933,2016-07-10 15:54:22,in_person,0.35
3029551,751802,99.92,H,264.0,87.0,C09933,2016-07-10 16:50:02,online,0.13
3029670,753704,30.94,W,485.0,87.0,C08623,2016-07-10 17:21:44,in_person,0.06
3029732,754664,60.04,H,264.0,87.0,C09933,2016-07-10 17:37:44,online,0.12
3029800,755688,226.01,W,264.0,87.0,C09933,2016-07-10 17:54:48,in_person,0.19
3030232,761178,231.14,W,337.0,87.0,C08623,2016-07-10 19:26:18,in_person,0.12
3030246,761389,276.08,W,264.0,87.0,C09933,2016-07-10 19:29:49,in_person,0.03
3030455,764321,49.99,W,194.0,87.0,C07297,2016-07-10 20:18:41,in_person,0.43
3030499,764860,11.06,W,299.0,87.0,C08623,2016-07-10 20:27:40,in_person,0.19
3030542,765320,59.03,W,264.0,87.0,C09933,2016-07-10 20:35:20,in_person,0.35
3030556,765487,68.49,W,299.0,87.0,C08623,2016-07-10 20:38:07,in_person,0.01
3030948,770256,138.05,W,264.0,87.0,C09933,2016-07-10 21:57:36,in_person,0.01
3031390,775826,201.88,W,264.0,87.0,C09933,2016-07-10 23:30:26,in_person,0.1
3031617,778868,57.93,W,264.0,87.0,C09933,2016-07-11 00:21:08,in_person,0.34
3031666,779461,100.02,W,264.0,87.0,C09933,2016-07-11 00:31:01,in_person,0.21
3031693,779926,58.95,W,264.0,87.0,C08623,2016-07-11 00:38:46,in_person,0.06
3031718,780388,34.08,W,264.0,87.0,C09933,2016-07-11 00:46:28,in_person,0.01
3031939,783748,58.93,W,325.0,87.0,C12382,2016-07-11 01:42:28,in_person,0.11
3031956,783989,57.04,W,325.0,87.0,C12382,2016-07-11 01:46:29,in_person,0.16
3032354,791968,11.22,C,,,C08106,2016-07-11 03:59:28,online,0.36
3032361,792161,150.08,R,337.0,87.0,C08623,2016-07-11 04:02:41,online,0.13
3032384,792731,149.99,R,337.0,87.0,C08623,2016-07-11 04:12:11,online,0.23
3032624,816810,57.88,W,485.0,87.0,C08623,2016-07-11 10:53:30,in_person,0.08
3032708,823916,58.92,W,441.0,87.0,C08623,2016-07-11 12:51:56,in_person,0.25
3032755,826095,199.91,W,264.0,87.0,C09933,2016-07-11 13:28:15,in_person,0.2
3032898,829614,57.89,W,264.0,87.0,C09933,2016-07-11 14:26:54,in_person,0.03
3032998,831627,49.92,W,272.0,87.0,C12382,2016-07-11 15:00:27,in_person,0.13
3033207,835315,108.89,W,264.0,87.0,C09933,2016-07-11 16:01:55,in_person,0.08
3033415,838440,226.01,W,264.0,87.0,C09933,2016-07-11 16:54:00,in_person,0.01
3033489,839465,326.85,W,264.0,87.0,C09933,2016-07-11 17:11:05,in_person,0.06
3033576,840584,226.05,W,264.0,87.0,C09933,2016-07-11 17:29:44,in_person,0.01
3033705,842102,58.01,W,264.0,87.0,C09933,2016-07-11 17:55:02,in_person,0.05
3033741,842499,380.42,W,264.0,87.0,C12382,2016-07-11 18:01:39,in_person,0.2
3033818,843359,50.07,H,299.0,87.0,C09933,2016-07-11 18:15:59,online,0.76
3033970,845028,36.97,W,264.0,87.0,C09933,2016-07-11 18:43:48,in_person,0.01
3034026,845903,25.89,W,264.0,87.0,C12382,2016-07-11 18:58:23,in_person,0.04
3034331,849689,49.93,W,472.0,87.0,C08623,2016-07-11 20:01:29,in_person,0.12
3034344,849860,335.06,W,264.0,87.0,C09933,2016-07-11 20:04:20,in_person,0.17
3034583,852796,21.97,W,204.0,87.0,C08623,2016-07-11 20:53:16,in_person,0.12
3034611,853276,30.96,W,204.0,87.0,C07297,2016-07-11 21:01:16,in_person,0.04
3034660,853979,35.95,W,204.0,87.0,C07297,2016-07-11 21:12:59,in_person,0.07
3034749,854939,29.04,W,299.0,87.0,C08623,2016-07-11 21:28:59,in_person,0.3
3034750,854954,87.09,W,299.0,87.0,C08623,2016-07-11 21:29:14,in_person,0.01
3034767,855115,38.94,W,299.0,87.0,C08623,2016-07-11 21:31:55,in_person,0.21
3034826,855731,54.53,W,264.0,87.0,C09933,2016-07-11 21:42:11,in_person,0.23
3035008,858317,225.91,W,264.0,87.0,C09933,2016-07-11 22:25:17,in_person,0.15
3035019,858476,46.01,W,126.0,87.0,C08623,2016-07-11 22:27:56,in_person,0.25
3035123,860067,155.06,W,264.0,87.0,C09933,2016-07-11 22:54:27,in_person,0.4
3035404,863844,57.94,W,264.0,87.0,C09933,2016-07-11 23:57:24,in_person,0.15
3035514,865474,88.0,W,204.0,87.0,C09933,2016-07-12 00:24:34,in_person,0.98
3035822,869734,49.98,W,272.0,87.0,C12382,2016-07-12 01:35:34,in_person,0.16
3035829,869830,39.07,W,123.0,87.0,C12382,2016-07-12 01:37:10,in_person,0.04
3035869,870300,146.0,W,264.0,87.0,C08623,2016-07-12 01:45:00,in_person,0.11
3035913,871083,220.02,W,310.0,87.0,C08623,2016-07-12 01:58:03,in_person,0.08
3035926,871375,107.93,W,264.0,87.0,C09933,2016-07-12 02:02:55,in_person,0.08
3035937,871503,33.98,W,325.0,87.0,C08623,2016-07-12 02:05:03,in_person,0.1
3036105,875054,280.02,W,122.0,87.0,C12382,2016-07-12 03:04:14,in_person,0.16
3036182,876805,49.98,W,387.0,87.0,C08623,2016-07-12 03:33:25,in_person,0.17
3036187,877070,77.04,W,264.0,87.0,C09933,2016-07-12 03:37:50,in_person,0.11
3036242,878664,50.01,H,264.0,87.0,C07297,2016-07-12 04:04:24,online,0.02
3036488,894707,29.06,W,299.0,87.0,C08623,2016-07-12 08:31:47,in_person,0.09
3036495,896403,8.92,W,299.0,87.0,C08623,2016-07-12 09:00:03,in_person,0.05
3037123,921933,100.08,H,264.0,87.0,C09933,2016-07-12 16:05:33,online,0.13
3037267,923739,63.9,W,315.0,87.0,C12382,2016-07-12 16:35:39,in_person,0.15
3037275,923883,50.01,H,315.0,87.0,C09933,2016-07-12 16:38:03,online,0.49
3037308,924249,49.94,H,264.0,87.0,C09933,2016-07-12 16:44:09,online,0.21
3037524,927061,110.23,W,272.0,87.0,C08623,2016-07-12 17:31:01,in_person,0.08
3037763,930109,26.89,W,264.0,87.0,C09933,2016-07-12 18:21:49,in_person,0.27
3037820,930774,92.02,W,204.0,87.0,C09933,2016-07-12 18:32:54,in_person,0.85
3038337,937093,46.97,W,299.0,87.0,C08623,2016-07-12 20:18:13,in_person,0.11
3038361,937386,99.98,H,264.0,87.0,C09933,2016-07-12 20:23:06,online,0.12
3038394,937923,46.96,W,299.0,87.0,C08623,2016-07-12 20:32:03,in_person,0.18
3038461,938781,378.72,W,264.0,87.0,C09933,2016-07-12 20:46:21,in_person,0.07
3038508,939377,59.06,W,337.0,87.0,C08623,2016-07-12 20:56:17,in_person,0.17
3038513,939465,678.53,W,264.0,87.0,C09933,2016-07-12 20:57:45,in_person,0.07
3038525,939607,49.07,W,264.0,87.0,C09933,2016-07-12 21:00:07,in_person,0.03
3038554,939926,378.94,W,299.0,87.0,C08623,2016-07-12 21:05:26,in_person,0.14
3038891,943863,107.89,W,264.0,87.0,C09933,2016-07-12 22:11:03,in_person,0.19
3038930,944567,55.94,W,264.0,87.0,C09933,2016-07-12 22:22:47,in_person,0.41
3039032,945924,49.93,R,330.0,87.0,C02923,2016-07-12 22:45:24,online,0.06
3039202,948112,98.01,W,264.0,87.0,C09933,2016-07-12 23:21:52,in_person,0.02
3039694,954494,50.08,W,123.0,87.0,C12382,2016-07-13 01:08:14,in_person,0.04
3039722,954892,99.92,H,264.0,87.0,C09933,2016-07-13 01:14:52,online,0.13
3039755,955437,399.0,W,420.0,87.0,C08623,2016-07-13 01:23:57,in_person,0.33
3039770,955781,36.01,W,264.0,87.0,C09933,2016-07-13 01:29:41,in_person,0.03
3039816,956465,107.89,W,264.0,87.0,C09933,2016-07-13 01:41:05,in_person,0.07
3039822,956529,53.01,W,264.0,87.0,C09933,2016-07-13 01:42:09,in_person,0.01
3040047,960410,57.99,W,264.0,87.0,C09933,2016-07-13 02:46:50,in_person,0.19
3040075,960812,75.04,H,264.0,87.0,C09933,2016-07-13 02:53:32,online,0.35
3040093,961138,75.08,H,264.0,87.0,C09933,2016-07-13 02:58:58,online,0.07
3040110,961473,75.02,H,264.0,87.0,C09933,2016-07-13 03:04:33,online,0.06
3040368,969369,107.93,W,264.0,87.0,C09933,2016-07-13 05:16:09,in_person,0.03
3040485,975156,44.01,W,264.0,87.0,C09933,2016-07-13 06:52:36,in_person,0.26
3040500,976364,50.96,W,264.0,87.0,C09933,2016-07-13 07:12:44,in_person,0.02
3040904,1003041,24.92,H,264.0,87.0,C09933,2016-07-13 14:37:21,online,0.18
3041031,1005164,140.0,W,191.0,87.0,C08623,2016-07-13 15:12:44,in_person,0.1
3041189,1007365,24.96,C,,,C08106,2016-07-13 15:49:25,online,0.27
3041260,1008196,108.02,W,264.0,87.0,C09933,2016-07-13 16:03:16,in_person,0.29
3041327,1008878,38.93,W,264.0,87.0,C09933,2016-07-13 16:14:38,in_person,0.08
3041451,1010749,11.16,C,465.0,60.0,C08106,2016-07-13 16:45:49,online,0.14
3041471,1010985,90.09,W,204.0,87.0,C09933,2016-07-13 16:49:45,in_person,0.82
3041580,1012226,20.51,C,161.0,60.0,C08106,2016-07-13 17:10:26,online,0.17
3041698,1013732,108.56,W,325.0,87.0,C08623,2016-07-13 17:35:32,in_person,0.14
3041747,1014517,39.0,W,441.0,87.0,C08623,2016-07-13 17:48:37,in_person,0.4
3041757,1014643,59.01,W,264.0,87.0,C09933,2016-07-13 17:50:43,in_person,0.17
3041759,1014652,29.96,W,123.0,87.0,C12382,2016-07-13 17:50:52,in_person,0.03
3041777,1014915,38.98,W,299.0,87.0,C08623,2016-07-13 17:55:15,in_person,0.17
3041824,1015331,108.56,W,299.0,87.0,C08623,2016-07-13 18:02:11,in_person,0.03
3041882,1016103,93.43,C,375.0,60.0,C11891,2016-07-13 18:15:03,online,0.07
