card_id,card_type
CARD_15925,payment_card
CARD_12283,payment_card
CARD_15913,payment_card
CARD_22924,payment_card
CARD_10123,payment_card
CARD_15785,payment_card
CARD_11468,payment_card
CARD_11906,payment_card
CARD_21874,payment_card
CARD_12292,payment_card
CARD_20512,payment_card
CARD_20144,payment_card
CARD_19745,payment_card
CARD_20129,payment_card
CARD_12947,payment_card
CARD_18137,payment_card
CARD_15649,payment_card
CARD_22949,payment_card
CARD_11941,payment_card
CARD_16930,payment_card
CARD_15239,payment_card
CARD_19938,payment_card
CARD_12559,payment_card
CARD_23444,payment_card
CARD_20135,payment_card
CARD_10519,payment_card
CARD_19826,payment_card
CARD_15056,payment_card
CARD_17071,payment_card
CARD_15626,payment_card
CARD_15702,payment_card
CARD_15023,payment_card
CARD_18472,payment_card
CARD_20768,payment_card
CARD_12156,payment_card
CARD_16167,payment_card
CARD_17708,payment_card
CARD_22756,payment_card
CARD_19061,payment_card
CARD_20779,payment_card
CARD_12286,payment_card
CARD_15609,payment_card
CARD_15931,payment_card
CARD_10081,payment_card
CARD_14364,payment_card
CARD_11657,payment_card
CARD_20825,payment_card
CARD_20879,payment_card
CARD_20556,payment_card
CARD_21754,payment_card
CARD_18913,payment_card
CARD_19900,payment_card
CARD_23494,payment_card
CARD_10800,payment_card
CARD_11304,payment_card
CARD_15399,payment_card
CARD_16857,payment_card
CARD_20216,payment_card
CARD_18727,payment_card
CARD_13090,payment_card
CARD_20951,payment_card
CARD_10190,payment_card
CARD_15845,payment_card
CARD_20146,payment_card
CARD_21961,payment_card
CARD_17583,payment_card
CARD_20771,payment_card
CARD_20464,payment_card
CARD_18042,payment_card
CARD_18038,payment_card
CARD_22606,payment_card
CARD_13815,payment_card
CARD_15633,payment_card
CARD_13679,payment_card
CARD_12850,payment_card
CARD_16731,payment_card
CARD_11732,payment_card
CARD_20629,payment_card
CARD_11395,payment_card
CARD_10401,payment_card
CARD_10513,payment_card
CARD_11653,payment_card
CARD_22554,payment_card
CARD_19146,payment_card
CARD_17326,payment_card
CARD_19317,payment_card
CARD_12228,payment_card
CARD_23504,payment_card
CARD_11132,payment_card
CARD_18118,payment_card
CARD_10049,payment_card
CARD_10626,payment_card
CARD_22848,payment_card
CARD_12100,payment_card
CARD_22029,payment_card
CARD_11004,payment_card
CARD_13071,payment_card
CARD_17155,payment_card
CARD_16868,payment_card
CARD_18266,payment_card
CARD_21122,payment_card
CARD_20395,payment_card
CARD_23455,payment_card
CARD_15367,payment_card
CARD_10651,payment_card
CARD_21826,payment_card
CARD_20116,payment_card
CARD_10642,payment_card
CARD_13540,payment_card
CARD_18385,payment_card
CARD_10076,payment_card
CARD_16401,payment_card
CARD_18634,payment_card
CARD_23286,payment_card
CARD_12616,payment_card
CARD_20268,payment_card
CARD_13514,payment_card
CARD_13924,payment_card
CARD_14042,payment_card
CARD_20674,payment_card
CARD_15132,payment_card
CARD_13664,payment_card
CARD_13086,payment_card
CARD_12076,payment_card
CARD_18725,payment_card
CARD_12848,payment_card
CARD_12652,payment_card
CARD_11231,payment_card
CARD_10639,payment_card
CARD_17006,payment_card
CARD_11672,payment_card
CARD_19212,payment_card
CARD_21812,payment_card
CARD_14626,payment_card
CARD_18995,payment_card
CARD_20860,payment_card
CARD_18909,payment_card
CARD_17142,payment_card
CARD_10426,payment_card
CARD_16755,payment_card
CARD_16205,payment_card
CARD_18152,payment_card
CARD_17665,payment_card
CARD_12334,payment_card
CARD_23349,payment_card
CARD_11668,payment_card
CARD_17038,payment_card
CARD_16171,payment_card
CARD_21391,payment_card
CARD_21393,payment_card
CARD_23041,payment_card
CARD_19473,payment_card
CARD_18242,payment_card
CARD_15935,payment_card
CARD_23069,payment_card
CARD_19233,payment_card
CARD_10856,payment_card
CARD_10242,payment_card
CARD_12832,payment_card
CARD_16026,payment_card
CARD_14483,payment_card
CARD_12588,payment_card
CARD_11904,payment_card
CARD_10127,payment_card
CARD_21563,payment_card
CARD_13334,payment_card
CARD_20006,payment_card
CARD_15053,payment_card
CARD_21789,payment_card
CARD_14046,payment_card
CARD_14535,payment_card
CARD_10112,payment_card
CARD_15176,payment_card
CARD_20510,payment_card
CARD_18638,payment_card
CARD_20021,payment_card
CARD_13977,payment_card
CARD_14301,payment_card
CARD_21499,payment_card
CARD_10185,payment_card
CARD_10326,payment_card
CARD_21545,payment_card
CARD_22752,payment_card
CARD_12153,payment_card
CARD_10104,payment_card
CARD_11898,payment_card
CARD_22345,payment_card
CARD_22590,payment_card
CARD_22251,payment_card
CARD_18239,payment_card
CARD_21344,payment_card
CARD_15682,payment_card
CARD_18895,payment_card
CARD_19203,payment_card
CARD_13505,payment_card
CARD_17595,payment_card
CARD_13422,payment_card
CARD_13222,payment_card
CARD_11452,payment_card
CARD_16743,payment_card
CARD_11996,payment_card
CARD_23400,payment_card
CARD_13209,payment_card
CARD_18090,payment_card
CARD_19122,payment_card
CARD_17423,payment_card
CARD_14675,payment_card
CARD_19507,payment_card
CARD_20671,payment_card
CARD_20315,payment_card
CARD_21150,payment_card
CARD_16035,payment_card
CARD_16763,payment_card
CARD_17857,payment_card
CARD_14504,payment_card
CARD_12793,payment_card
CARD_21082,payment_card
CARD_23192,payment_card
CARD_12938,payment_card
CARD_15608,payment_card
CARD_15158,payment_card
CARD_19029,payment_card
CARD_18115,payment_card
CARD_15365,payment_card
CARD_19747,payment_card
CARD_12032,payment_card
CARD_22633,payment_card
CARD_13739,payment_card
CARD_13754,payment_card
CARD_12876,payment_card
CARD_13175,payment_card
CARD_21415,payment_card
CARD_22044,payment_card
CARD_13789,payment_card
CARD_10039,payment_card
CARD_17904,payment_card
CARD_16943,payment_card
CARD_10465,payment_card
CARD_14661,payment_card
CARD_20659,payment_card
CARD_13429,payment_card
CARD_13765,payment_card
CARD_15141,payment_card
CARD_15517,payment_card
CARD_20783,payment_card
CARD_23035,payment_card
CARD_19671,payment_card
CARD_13712,payment_card
CARD_19258,payment_card
CARD_16179,payment_card
CARD_23162,payment_card
CARD_13510,payment_card
CARD_19942,payment_card
CARD_21154,payment_card
CARD_16321,payment_card
CARD_16341,payment_card
CARD_19975,payment_card
CARD_22457,payment_card
CARD_21613,payment_card
CARD_12086,payment_card
CARD_10468,payment_card
CARD_20572,payment_card
CARD_11256,payment_card
CARD_20057,payment_card
CARD_22055,payment_card
CARD_13782,payment_card
CARD_16762,payment_card
CARD_18923,payment_card
CARD_20438,payment_card
CARD_22008,payment_card
CARD_22452,payment_card
CARD_18959,payment_card
CARD_15537,payment_card
CARD_18229,payment_card
CARD_18468,payment_card
CARD_15888,payment_card
CARD_23401,payment_card
CARD_23098,payment_card
CARD_13930,payment_card
CARD_17499,payment_card
CARD_14993,payment_card
CARD_13529,payment_card
CARD_18308,payment_card
CARD_20131,payment_card
CARD_13094,payment_card
CARD_23225,payment_card
CARD_12040,payment_card
CARD_17801,payment_card
CARD_19849,payment_card
CARD_18541,payment_card
CARD_14731,payment_card
CARD_12697,payment_card
CARD_21105,payment_card
CARD_18814,payment_card
CARD_13742,payment_card
CARD_22819,payment_card
CARD_20026,payment_card
CARD_20990,payment_card
CARD_13902,payment_card
CARD_22511,payment_card
CARD_18559,payment_card
CARD_19682,payment_card
CARD_20290,payment_card
CARD_16155,payment_card
CARD_11498,payment_card
CARD_22369,payment_card
CARD_23369,payment_card
CARD_12036,payment_card
CARD_16448,payment_card
CARD_23311,payment_card
CARD_21892,payment_card
CARD_21807,payment_card
CARD_23289,payment_card
CARD_10592,payment_card
CARD_15058,payment_card
CARD_14008,payment_card
CARD_21020,payment_card
CARD_11539,payment_card
CARD_14670,payment_card
CARD_10890,payment_card
CARD_17503,payment_card
CARD_14518,payment_card
CARD_17981,payment_card
CARD_10567,payment_card
CARD_12744,payment_card
CARD_21204,payment_card
CARD_15868,payment_card
CARD_14649,payment_card
CARD_12313,payment_card
CARD_19641,payment_card
CARD_13216,payment_card
CARD_18294,payment_card
CARD_12335,payment_card
CARD_19032,payment_card
CARD_17366,payment_card
CARD_18377,payment_card
CARD_18507,payment_card
CARD_11462,payment_card
CARD_13025,payment_card
CARD_16839,payment_card
CARD_18656,payment_card
CARD_17698,payment_card
CARD_17354,payment_card
CARD_17272,payment_card
CARD_16833,payment_card
CARD_15520,payment_card
CARD_11796,payment_card
CARD_15867,payment_card
CARD_16215,payment_card
CARD_13037,payment_card
CARD_11597,payment_card
CARD_14818,payment_card
CARD_11535,payment_card
CARD_11534,payment_card
CARD_23012,payment_card
CARD_20125,payment_card
CARD_15428,payment_card
CARD_23302,payment_card
CARD_20563,payment_card
CARD_16527,payment_card
CARD_10871,payment_card
CARD_23070,payment_card
CARD_12253,payment_card
CARD_12237,payment_card
CARD_21192,payment_card
CARD_12780,payment_card
CARD_13295,payment_card
CARD_12517,payment_card
CARD_17184,payment_card
CARD_14934,payment_card
CARD_18765,payment_card
CARD_11121,payment_card
CARD_14549,payment_card
CARD_11031,payment_card
CARD_20454,payment_card
CARD_18151,payment_card
CARD_18844,payment_card
CARD_16878,payment_card
CARD_14926,payment_card
CARD_19338,payment_card
CARD_19917,payment_card
CARD_17538,payment_card
CARD_13978,payment_card
CARD_14944,payment_card
CARD_11844,payment_card
CARD_22577,payment_card
CARD_13084,payment_card
CARD_11929,payment_card
CARD_23222,payment_card
CARD_13176,payment_card
CARD_22011,payment_card
CARD_17774,payment_card
CARD_11494,payment_card
CARD_10663,payment_card
CARD_12347,payment_card
CARD_10981,payment_card
CARD_20059,payment_card
CARD_17449,payment_card
CARD_23507,payment_card
CARD_20331,payment_card
CARD_20390,payment_card
CARD_17864,payment_card
CARD_17658,payment_card
CARD_11960,payment_card
CARD_11644,payment_card
CARD_17190,payment_card
CARD_18063,payment_card
CARD_11477,payment_card
CARD_19694,payment_card
CARD_15906,payment_card
CARD_19634,payment_card
CARD_21193,payment_card
CARD_16128,payment_card
CARD_15097,payment_card
CARD_10296,payment_card
CARD_12450,payment_card
CARD_13144,payment_card
CARD_13828,payment_card
CARD_22220,payment_card
CARD_16319,payment_card
CARD_21379,payment_card
CARD_11914,payment_card
CARD_19407,payment_card
CARD_21219,payment_card
CARD_22464,payment_card
CARD_12531,payment_card
CARD_21726,payment_card
CARD_13856,payment_card
CARD_14633,payment_card
CARD_10103,payment_card
CARD_14586,payment_card
CARD_10405,payment_card
CARD_21359,payment_card
CARD_13775,payment_card
CARD_18636,payment_card
CARD_12191,payment_card
CARD_11722,payment_card
CARD_23124,payment_card
CARD_22438,payment_card
CARD_22907,payment_card
CARD_19480,payment_card
CARD_12678,payment_card
CARD_19077,payment_card
CARD_14493,payment_card
CARD_11075,payment_card
CARD_18970,payment_card
CARD_16204,payment_card
CARD_22242,payment_card
CARD_17523,payment_card
CARD_22411,payment_card
CARD_19787,payment_card
CARD_13888,payment_card
CARD_19950,payment_card
CARD_11063,payment_card
CARD_18574,payment_card
CARD_20905,payment_card
CARD_18140,payment_card
CARD_21838,payment_card
CARD_16591,payment_card
CARD_18901,payment_card
CARD_14551,payment_card
CARD_21503,payment_card
CARD_13432,payment_card
CARD_13388,payment_card
CARD_16866,payment_card
CARD_10294,payment_card
CARD_14603,payment_card
CARD_10733,payment_card
CARD_17966,payment_card
CARD_22954,payment_card
CARD_10948,payment_card
CARD_23310,payment_card
CARD_20573,payment_card
CARD_17511,payment_card
CARD_22171,payment_card
CARD_14261,payment_card
CARD_11090,payment_card
CARD_17647,payment_card
CARD_20519,payment_card
CARD_19692,payment_card
CARD_20121,payment_card
CARD_12317,payment_card
CARD_20601,payment_card
CARD_23395,payment_card
CARD_10447,payment_card
CARD_17353,payment_card
CARD_10881,payment_card
CARD_10538,payment_card
CARD_12255,payment_card
CARD_17104,payment_card
CARD_17878,payment_card
CARD_16750,payment_card
CARD_15535,payment_card
CARD_18558,payment_card
CARD_12268,payment_card
CARD_21100,payment_card
CARD_20724,payment_card
CARD_16903,payment_card
CARD_14227,payment_card
CARD_17927,payment_card
CARD_12350,payment_card
CARD_21349,payment_card
CARD_22945,payment_card
CARD_13617,payment_card
CARD_10842,payment_card
CARD_22077,payment_card
CARD_16717,payment_card
CARD_18434,payment_card
CARD_17309,payment_card
CARD_18319,payment_card
CARD_12701,payment_card
CARD_14611,payment_card
CARD_16109,payment_card
CARD_11622,payment_card
CARD_19714,payment_card
CARD_12521,payment_card
CARD_19184,payment_card
CARD_12999,payment_card
CARD_18762,payment_card
CARD_22127,payment_card
CARD_13252,payment_card
CARD_16814,payment_card
CARD_13579,payment_card
CARD_20188,payment_card
CARD_10178,payment_card
CARD_16382,payment_card
CARD_20525,payment_card
CARD_14288,payment_card
CARD_14174,payment_card
CARD_21646,payment_card
CARD_16657,payment_card
CARD_10181,payment_card
CARD_13538,payment_card
CARD_18327,payment_card
CARD_23511,payment_card
CARD_18669,payment_card
CARD_12668,payment_card
CARD_14749,payment_card
CARD_22016,payment_card
CARD_13872,payment_card
CARD_13080,payment_card
CARD_13711,payment_card
CARD_15422,payment_card
CARD_22076,payment_card
CARD_10864,payment_card
CARD_17555,payment_card
CARD_21368,payment_card
CARD_21470,payment_card
CARD_10938,payment_card
CARD_15178,payment_card
CARD_13820,payment_card
CARD_20736,payment_card
CARD_12702,payment_card
CARD_22770,payment_card
CARD_20137,payment_card
CARD_18120,payment_card
CARD_18335,payment_card
CARD_18511,payment_card
CARD_15852,payment_card
CARD_14035,payment_card
CARD_18784,payment_card
CARD_11128,payment_card
CARD_18158,payment_card
CARD_19276,payment_card
CARD_20837,payment_card
CARD_22156,payment_card
CARD_14967,payment_card
CARD_13360,payment_card
CARD_17957,payment_card
CARD_15302,payment_card
CARD_14562,payment_card
CARD_17149,payment_card
CARD_19210,payment_card
CARD_16372,payment_card
CARD_22444,payment_card
CARD_11425,payment_card
CARD_22344,payment_card
CARD_19231,payment_card
CARD_10117,payment_card
CARD_17859,payment_card
CARD_17989,payment_card
CARD_21266,payment_card
CARD_12299,payment_card
CARD_15415,payment_card
CARD_19822,payment_card
CARD_14102,payment_card
CARD_16831,payment_card
CARD_14485,payment_card
CARD_10167,payment_card
CARD_14857,payment_card
CARD_12124,payment_card
CARD_19620,payment_card
CARD_14517,payment_card
CARD_10061,payment_card
CARD_17848,payment_card
CARD_16394,payment_card
CARD_13253,payment_card
CARD_19810,payment_card
CARD_18643,payment_card
CARD_21426,payment_card
CARD_12339,payment_card
CARD_17156,payment_card
CARD_22790,payment_card
CARD_21281,payment_card
CARD_17785,payment_card
CARD_19665,payment_card
CARD_17625,payment_card
CARD_14371,payment_card
CARD_21145,payment_card
CARD_12023,payment_card
CARD_16452,payment_card
CARD_18598,payment_card
CARD_21184,payment_card
CARD_14677,payment_card
CARD_15222,payment_card
CARD_11138,payment_card
CARD_21624,payment_card
CARD_22795,payment_card
CARD_20611,payment_card
CARD_22440,payment_card
CARD_18588,payment_card
CARD_11428,payment_card
CARD_18646,payment_card
CARD_12402,payment_card
CARD_12263,payment_card
CARD_22635,payment_card
CARD_19955,payment_card
CARD_19440,payment_card
CARD_15236,payment_card
CARD_16466,payment_card
CARD_22111,payment_card
CARD_22549,payment_card
CARD_15135,payment_card
CARD_11998,payment_card
CARD_11470,payment_card
CARD_16879,payment_card
CARD_22088,payment_card
CARD_11711,payment_card
CARD_16303,payment_card
CARD_21338,payment_card
CARD_13698,payment_card
CARD_14767,payment_card
CARD_19897,payment_card
CARD_22700,payment_card
CARD_17451,payment_card
CARD_21662,payment_card
CARD_22653,payment_card
CARD_13693,payment_card
CARD_12064,payment_card
CARD_20073,payment_card
CARD_11867,payment_card
CARD_18355,payment_card
CARD_12461,payment_card
CARD_18314,payment_card
CARD_19249,payment_card
CARD_17122,payment_card
CARD_10345,payment_card
CARD_15893,payment_card
CARD_17163,payment_card
CARD_21633,payment_card
CARD_18381,payment_card
CARD_20562,payment_card
CARD_11845,payment_card
CARD_20622,payment_card
CARD_21875,payment_card
CARD_14067,payment_card
CARD_17029,payment_card
CARD_15031,payment_card
CARD_14937,payment_card
CARD_21031,payment_card
CARD_12210,payment_card
CARD_21988,payment_card
CARD_12557,payment_card
CARD_22081,payment_card
CARD_15933,payment_card
CARD_11837,payment_card
CARD_22100,payment_card
CARD_11180,payment_card
CARD_12134,payment_card
CARD_15695,payment_card
CARD_16565,payment_card
CARD_17291,payment_card
CARD_23459,payment_card
CARD_18553,payment_card
CARD_10960,payment_card
CARD_17920,payment_card
CARD_20405,payment_card
CARD_11223,payment_card
CARD_21996,payment_card
CARD_22802,payment_card
CARD_15129,payment_card
CARD_15223,payment_card
CARD_18298,payment_card
CARD_22455,payment_card
CARD_20610,payment_card
CARD_10224,payment_card
CARD_21902,payment_card
CARD_18852,payment_card
CARD_20153,payment_card
CARD_19118,payment_card
CARD_12478,payment_card
CARD_18326,payment_card
CARD_15066,payment_card
CARD_11530,payment_card
CARD_14528,payment_card
CARD_22783,payment_card
CARD_11039,payment_card
CARD_14129,payment_card
CARD_13317,payment_card
CARD_23133,payment_card
CARD_17117,payment_card
CARD_16189,payment_card
CARD_22619,payment_card
CARD_13413,payment_card
CARD_13578,payment_card
CARD_20163,payment_card
CARD_17435,payment_card
CARD_12193,payment_card
CARD_12740,payment_card
CARD_16068,payment_card
CARD_17667,payment_card
CARD_15047,payment_card
CARD_23541,payment_card
CARD_12333,payment_card
CARD_12785,payment_card
CARD_16780,payment_card
CARD_19625,payment_card
CARD_21157,payment_card
CARD_11625,payment_card
CARD_20475,payment_card
CARD_18267,payment_card
CARD_11007,payment_card
CARD_22943,payment_card
CARD_19792,payment_card
CARD_16086,payment_card
CARD_11624,payment_card
CARD_20206,payment_card
CARD_14156,payment_card
CARD_15526,payment_card
CARD_15822,payment_card
CARD_15213,payment_card
CARD_15723,payment_card
CARD_17245,payment_card
CARD_17602,payment_card
CARD_12396,payment_card
CARD_22001,payment_card
CARD_18223,payment_card
CARD_15982,payment_card
CARD_19158,payment_card
CARD_13362,payment_card
CARD_22268,payment_card
CARD_19958,payment_card
CARD_18586,payment_card
CARD_12099,payment_card
CARD_13659,payment_card
CARD_19546,payment_card
CARD_22135,payment_card
CARD_18957,payment_card
CARD_15516,payment_card
CARD_22441,payment_card
CARD_13000,payment_card
CARD_13261,payment_card
CARD_22713,payment_card
CARD_21458,payment_card
CARD_12246,payment_card
CARD_17544,payment_card
CARD_16617,payment_card
CARD_13450,payment_card
CARD_16357,payment_card
CARD_13691,payment_card
CARD_16770,payment_card
CARD_17108,payment_card
CARD_19088,payment_card
CARD_14524,payment_card
CARD_11465,payment_card
CARD_22124,payment_card
CARD_16667,payment_card
CARD_10254,payment_card
CARD_17953,payment_card
CARD_13894,payment_card
CARD_19220,payment_card
CARD_20868,payment_card
CARD_22768,payment_card
CARD_20886,payment_card
CARD_19504,payment_card
CARD_23540,payment_card
CARD_19817,payment_card
CARD_23227,payment_card
CARD_13038,payment_card
CARD_14392,payment_card
CARD_15647,payment_card
CARD_16332,payment_card
CARD_15917,payment_card
CARD_21482,payment_card
CARD_15126,payment_card
CARD_13190,payment_card
CARD_18313,payment_card
CARD_22290,payment_card
CARD_12310,payment_card
CARD_17007,payment_card
CARD_16367,payment_card
CARD_14274,payment_card
CARD_19145,payment_card
CARD_21944,payment_card
CARD_19116,payment_card
CARD_12066,payment_card
CARD_18947,payment_card
CARD_10739,payment_card
CARD_11763,payment_card
CARD_12617,payment_card
CARD_10376,payment_card
CARD_13093,payment_card
CARD_10136,payment_card
CARD_11418,payment_card
CARD_18175,payment_card
CARD_20996,payment_card
CARD_23282,payment_card
CARD_13607,payment_card
CARD_19744,payment_card
CARD_14759,payment_card
CARD_16663,payment_card
CARD_19503,payment_card
CARD_16330,payment_card
CARD_16558,payment_card
CARD_13993,payment_card
CARD_11538,payment_card
CARD_15538,payment_card
CARD_19542,payment_card
CARD_23419,payment_card
CARD_14202,payment_card
CARD_14672,payment_card
CARD_17157,payment_card
CARD_20732,payment_card
CARD_21369,payment_card
CARD_21537,payment_card
CARD_19185,payment_card
CARD_11525,payment_card
CARD_18724,payment_card
CARD_19733,payment_card
CARD_10962,payment_card
CARD_21802,payment_card
CARD_19015,payment_card
CARD_10187,payment_card
CARD_22923,payment_card
CARD_12969,payment_card
CARD_18740,payment_card
CARD_10360,payment_card
CARD_17567,payment_card
CARD_18391,payment_card
CARD_22404,payment_card
CARD_15171,payment_card
CARD_16661,payment_card
CARD_12424,payment_card
CARD_17444,payment_card
CARD_20987,payment_card
CARD_15774,payment_card
CARD_18549,payment_card
CARD_22570,payment_card
CARD_12560,payment_card
CARD_13651,payment_card
CARD_19528,payment_card
CARD_23534,payment_card
CARD_17868,payment_card
CARD_10539,payment_card
CARD_12102,payment_card
CARD_23112,payment_card
CARD_11215,payment_card
CARD_23469,payment_card
CARD_11633,payment_card
CARD_18116,payment_card
CARD_17373,payment_card
CARD_15565,payment_card
CARD_19801,payment_card
CARD_13458,payment_card
CARD_16549,payment_card
CARD_21645,payment_card
CARD_12014,payment_card
CARD_21707,payment_card
CARD_11548,payment_card
CARD_14259,payment_card
CARD_16230,payment_card
CARD_19953,payment_card
CARD_15595,payment_card
CARD_15651,payment_card
CARD_16951,payment_card
CARD_16453,payment_card
CARD_10337,payment_card
CARD_14634,payment_card
CARD_14294,payment_card
CARD_17355,payment_card
CARD_11749,payment_card
CARD_17105,payment_card
CARD_20414,payment_card
CARD_16605,payment_card
CARD_18807,payment_card
CARD_23075,payment_card
CARD_18551,payment_card
CARD_15963,payment_card
CARD_22793,payment_card
CARD_21498,payment_card
CARD_19871,payment_card
CARD_12336,payment_card
CARD_19678,payment_card
CARD_19022,payment_card
CARD_12219,payment_card
CARD_19161,payment_card
CARD_20941,payment_card
CARD_22470,payment_card
CARD_21585,payment_card
CARD_12976,payment_card
CARD_19232,payment_card
CARD_12906,payment_card
CARD_14291,payment_card
CARD_16716,payment_card
CARD_23413,payment_card
CARD_21650,payment_card
CARD_18371,payment_card
CARD_15279,payment_card
CARD_16400,payment_card
CARD_10463,payment_card
CARD_21075,payment_card
CARD_12937,payment_card
CARD_10590,payment_card
CARD_19085,payment_card
CARD_22959,payment_card
CARD_16415,payment_card
CARD_11955,payment_card
CARD_13338,payment_card
CARD_17999,payment_card
CARD_14856,payment_card
CARD_17080,payment_card
CARD_17589,payment_card
CARD_19841,payment_card
CARD_15789,payment_card
CARD_21984,payment_card
CARD_16301,payment_card
CARD_18781,payment_card
CARD_12275,payment_card
CARD_17680,payment_card
CARD_21538,payment_card
CARD_21993,payment_card
CARD_10488,payment_card
CARD_22710,payment_card
CARD_13786,payment_card
CARD_11324,payment_card
CARD_20150,payment_card
CARD_13276,payment_card
CARD_16222,payment_card
CARD_17947,payment_card
CARD_13545,payment_card
CARD_12226,payment_card
CARD_15040,payment_card
CARD_14255,payment_card
CARD_16237,payment_card
CARD_10769,payment_card
CARD_19150,payment_card
CARD_18874,payment_card
CARD_12241,payment_card
CARD_23394,payment_card
CARD_22525,payment_card
CARD_10616,payment_card
CARD_15343,payment_card
CARD_10991,payment_card
CARD_13228,payment_card
CARD_15927,payment_card
CARD_10792,payment_card
CARD_13568,payment_card
CARD_11274,payment_card
CARD_18135,payment_card
CARD_12053,payment_card
CARD_13300,payment_card
CARD_12445,payment_card
CARD_11266,payment_card
CARD_16800,payment_card
