transaction_id,card_id
3000138,CARD_13027
3000139,CARD_13610
3000140,CARD_20446
3000141,CARD_23232
3000142,CARD_17736
3000143,CARD_18799
3000144,CARD_13199
3000145,CARD_20646
3000146,CARD_20080
3000147,CARD_14447
3000148,CARD_21703
3000149,CARD_18228
3000150,CARD_16376
3000151,CARD_15326
3000152,CARD_17784
3000153,CARD_15876
3000154,CARD_20397
3000155,CARD_21174
3000156,CARD_17736
3000157,CARD_23029
3000158,CARD_17784
3000159,CARD_16300
3000160,CARD_20646
3000161,CARD_23330
3000162,CARD_17830
3000163,CARD_22006
3000164,CARD_21363
3000165,CARD_16435
3000166,CARD_16435
3000167,CARD_18031
3000168,CARD_21097
3000169,CARD_14761
3000170,CARD_16144
3000171,CARD_17011
3000172,CARD_21363
3000173,CARD_16435
3000174,CARD_22902
3000175,CARD_13321
3000176,CARD_20787
3000177,CARD_17830
3000178,CARD_18478
3000179,CARD_17736
3000180,CARD_12346
3000181,CARD_17443
3000182,CARD_17736
3000183,CARD_20806
3000184,CARD_22374
3000185,CARD_12346
3000186,CARD_18478
3000187,CARD_18228
3000188,CARD_17830
3000189,CARD_11561
3000190,CARD_21363
3000191,CARD_11371
3000192,CARD_22374
3000193,CARD_12537
3000194,CARD_23089
3000195,CARD_22374
3000196,CARD_13095
3000197,CARD_21363
3000198,CARD_11520
3000199,CARD_22914
3000200,CARD_12971
3000201,CARD_12346
3000202,CARD_15052
3000203,CARD_16435
3000204,CARD_21363
3000205,CARD_20009
3000206,CARD_18618
3000207,CARD_22461
3000208,CARD_22583
3000209,CARD_11371
3000210,CARD_20892
3000211,CARD_16435
3000212,CARD_14469
3000213,CARD_22583
3000214,CARD_18618
3000215,CARD_12303
3000216,CARD_10099
3000217,CARD_21363
3000218,CARD_16435
3000219,CARD_16862
3000220,CARD_23024
3000221,CARD_16435
3000222,CARD_11371
3000223,CARD_11753
3000224,CARD_15928
3000225,CARD_14332
3000226,CARD_16535
3000227,CARD_15986
3000228,CARD_17830
3000229,CARD_16482
3000230,CARD_12884
3000231,CARD_16435
3000232,CARD_21363
3000233,CARD_23029
3000234,CARD_22351
3000235,CARD_16199
3000236,CARD_17830
3000237,CARD_22782
3000238,CARD_20806
3000239,CARD_17736
3000240,CARD_10553
3000241,CARD_22709
3000242,CARD_21363
3000243,CARD_15469
3000244,CARD_16362
3000245,CARD_13688
3000246,CARD_17805
3000247,CARD_22374
3000248,CARD_17185
3000249,CARD_13600
3000250,CARD_22374
3000251,CARD_22984
3000252,CARD_15835
3000253,CARD_16199
3000254,CARD_16488
3000255,CARD_16435
3000256,CARD_16535
3000257,CARD_16862
3000258,CARD_16435
3000259,CARD_17968
3000260,CARD_19248
3000261,CARD_13556
3000262,CARD_23224
3000263,CARD_15663
3000264,CARD_20540
3000265,CARD_16429
3000266,CARD_18167
3000267,CARD_20714
3000268,CARD_19725
3000269,CARD_18494
3000270,CARD_22289
3000271,CARD_10533
3000272,CARD_14243
3000273,CARD_13556
3000274,CARD_21363
3000275,CARD_16511
3000276,CARD_16488
3000277,CARD_16212
3000278,CARD_10709
3000279,CARD_19195
3000280,CARD_21363
3000281,CARD_18454
3000282,CARD_20506
3000283,CARD_22289
3000284,CARD_11638
3000285,CARD_19549
3000286,CARD_23029
3000287,CARD_21598
3000288,CARD_16435
3000289,CARD_16435
3000290,CARD_21222
3000291,CARD_20270
3000292,CARD_22121
3000293,CARD_16482
3000294,CARD_14465
3000295,CARD_20806
3000296,CARD_19410
3000297,CARD_16389
3000298,CARD_20806
3000299,CARD_12553
3000300,CARD_20806
3000301,CARD_17784
3000302,CARD_22432
3000303,CARD_17715
3000304,CARD_12852
3000305,CARD_21363
3000306,CARD_21775
3000307,CARD_20806
3000308,CARD_17205
3000309,CARD_23232
3000310,CARD_11743
3000311,CARD_20806
3000312,CARD_15986
3000313,CARD_12600
3000314,CARD_21363
3000315,CARD_13594
3000316,CARD_15876
3000317,CARD_15986
3000318,CARD_12425
3000319,CARD_15876
3000320,CARD_10383
3000321,CARD_21363
3000322,CARD_21363
3000323,CARD_22914
3000324,CARD_22121
3000325,CARD_12425
3000326,CARD_18650
3000327,CARD_20806
3000328,CARD_10852
3000329,CARD_12711
3000330,CARD_18167
3000331,CARD_16435
3000332,CARD_16488
3000333,CARD_17525
3000334,CARD_15051
3000335,CARD_23224
3000336,CARD_22914
3000337,CARD_22914
3000338,CARD_20806
3000339,CARD_22121
3000340,CARD_22914
3000341,CARD_10381
3000342,CARD_22914
3000343,CARD_20806
3000344,CARD_22914
3000345,CARD_22914
3000346,CARD_22914
3000347,CARD_22914
3000348,CARD_22914
3000349,CARD_10381
3000350,CARD_22914
3000351,CARD_22914
3000352,CARD_22914
3000353,CARD_22914
3000354,CARD_22914
3000355,CARD_21222
3000356,CARD_22914
3000357,CARD_22914
3000358,CARD_22914
3000359,CARD_22914
3000360,CARD_22914
3000361,CARD_22914
3000362,CARD_22914
3000363,CARD_22914
3000364,CARD_22914
3000365,CARD_12436
3000366,CARD_18405
3000367,CARD_22914
3000368,CARD_22914
3000369,CARD_22914
3000370,CARD_22914
3000371,CARD_22914
3000372,CARD_22914
3000373,CARD_10381
3000374,CARD_23292
3000375,CARD_22914
3000376,CARD_22914
3000377,CARD_19248
3000378,CARD_21222
3000379,CARD_12711
3000380,CARD_22914
3000381,CARD_21363
3000382,CARD_22914
3000383,CARD_22914
3000384,CARD_22914
3000385,CARD_22914
3000386,CARD_16389
3000387,CARD_22914
3000388,CARD_22914
3000389,CARD_22914
3000390,CARD_16389
3000391,CARD_16535
3000392,CARD_20806
3000393,CARD_22914
3000394,CARD_22914
3000395,CARD_22914
3000396,CARD_22914
3000397,CARD_22914
3000398,CARD_22914
3000399,CARD_22451
3000400,CARD_22533
3000401,CARD_22914
3000402,CARD_22914
3000403,CARD_13285
3000404,CARD_21703
3000405,CARD_22914
3000406,CARD_21222
3000407,CARD_22914
3000408,CARD_22914
3000409,CARD_22914
3000410,CARD_22914
3000411,CARD_14718
3000412,CARD_22914
3000413,CARD_22914
3000414,CARD_22914
3000415,CARD_19842
3000416,CARD_22914
3000417,CARD_22914
3000418,CARD_22914
3000419,CARD_22914
3000420,CARD_22914
3000421,CARD_22914
3000422,CARD_18494
3000423,CARD_22914
3000424,CARD_22914
3000425,CARD_22914
3000426,CARD_22914
3000427,CARD_22914
3000428,CARD_22914
3000429,CARD_19248
3000430,CARD_21222
3000431,CARD_22914
3000432,CARD_22914
3000433,CARD_22914
3000434,CARD_22914
3000435,CARD_22121
3000436,CARD_22914
3000437,CARD_22914
3000438,CARD_22914
3000439,CARD_22914
3000440,CARD_22914
3000441,CARD_22914
3000442,CARD_22748
3000443,CARD_15986
3000444,CARD_22914
3000445,CARD_23029
3000446,CARD_21222
3000447,CARD_15986
3000448,CARD_22914
3000449,CARD_22914
3000450,CARD_22914
3000451,CARD_22914
3000452,CARD_22914
3000453,CARD_22914
3000454,CARD_22914
3000455,CARD_22914
3000456,CARD_22914
3000457,CARD_10381
3000458,CARD_22914
3000459,CARD_22914
3000460,CARD_22914
3000461,CARD_10381
3000462,CARD_22914
3000463,CARD_22914
3000464,CARD_22914
3000465,CARD_22914
3000466,CARD_22914
3000467,CARD_21222
3000468,CARD_22914
3000469,CARD_22914
3000470,CARD_23194
3000471,CARD_22914
3000472,CARD_10381
3000473,CARD_22914
3000474,CARD_22914
3000475,CARD_22914
3000476,CARD_22914
3000477,CARD_20065
3000478,CARD_10381
3000479,CARD_22914
3000480,CARD_22914
3000481,CARD_13073
3000482,CARD_23194
3000483,CARD_22914
3000484,CARD_22914
3000485,CARD_22914
3000486,CARD_22914
3000487,CARD_19248
3000488,CARD_22914
3000489,CARD_22914
3000490,CARD_22914
3000491,CARD_22914
3000492,CARD_22914
3000493,CARD_22914
3000494,CARD_22914
3000495,CARD_17210
3000496,CARD_17210
3000497,CARD_12010
3000498,CARD_22914
3000499,CARD_22914
3000500,CARD_22914
3000501,CARD_22914
3000502,CARD_22914
3000503,CARD_23024
3000504,CARD_22914
3000505,CARD_22914
3000506,CARD_22914
3000507,CARD_11341
3000508,CARD_22914
3000509,CARD_22914
3000510,CARD_10381
3000511,CARD_12600
3000512,CARD_22914
3000513,CARD_19248
3000514,CARD_21514
3000515,CARD_15582
3000516,CARD_22914
3000517,CARD_22914
3000518,CARD_22914
3000519,CARD_21363
3000520,CARD_22914
3000521,CARD_22914
3000522,CARD_22914
3000523,CARD_19248
3000524,CARD_12542
3000525,CARD_22914
3000526,CARD_22914
3000527,CARD_15897
3000528,CARD_18358
3000529,CARD_19248
3000530,CARD_21514
3000531,CARD_10381
3000532,CARD_22914
3000533,CARD_18358
3000534,CARD_22914
3000535,CARD_15925
3000536,CARD_22914
3000537,CARD_22914
3000538,CARD_22914
3000539,CARD_12283
3000540,CARD_22914
3000541,CARD_22914
3000542,CARD_21222
3000543,CARD_22914
3000544,CARD_22914
3000545,CARD_21222
3000546,CARD_15913
3000547,CARD_22914
3000548,CARD_22914
3000549,CARD_22914
3000550,CARD_22121
3000551,CARD_22914
3000552,CARD_22914
3000553,CARD_22924
3000554,CARD_18358
3000555,CARD_22914
3000556,CARD_22914
3000557,CARD_18167
3000558,CARD_10123
3000559,CARD_23194
3000560,CARD_15785
3000561,CARD_22924
3000562,CARD_11468
3000563,CARD_22914
3000564,CARD_11906
3000565,CARD_22914
3000566,CARD_22914
3000567,CARD_22914
3000568,CARD_22914
3000569,CARD_22914
3000570,CARD_22914
3000571,CARD_22914
3000572,CARD_21874
3000573,CARD_22914
3000574,CARD_22914
3000575,CARD_22914
3000576,CARD_21222
3000577,CARD_18167
3000578,CARD_22914
3000579,CARD_22914
3000580,CARD_12292
3000581,CARD_20512
3000582,CARD_20144
3000583,CARD_16435
3000584,CARD_22914
3000585,CARD_22583
3000586,CARD_19745
3000587,CARD_22914
3000588,CARD_22914
3000589,CARD_22914
3000590,CARD_22914
3000591,CARD_20129
3000592,CARD_22914
3000593,CARD_22121
3000594,CARD_17210
3000595,CARD_22914
3000596,CARD_22914
3000597,CARD_15913
3000598,CARD_21222
3000599,CARD_16435
3000600,CARD_22914
3000601,CARD_19248
3000602,CARD_22914
3000603,CARD_15925
3000604,CARD_15663
3000605,CARD_17830
3000606,CARD_22914
3000607,CARD_12947
3000608,CARD_22914
3000609,CARD_17830
3000610,CARD_18137
3000611,CARD_15649
3000612,CARD_22949
3000613,CARD_17784
3000614,CARD_22914
3000615,CARD_22914
3000616,CARD_22914
3000617,CARD_22914
3000618,CARD_22914
3000619,CARD_22914
3000620,CARD_11941
3000621,CARD_22914
3000622,CARD_17784
3000623,CARD_19248
3000624,CARD_16930
3000625,CARD_13556
3000626,CARD_16482
3000627,CARD_22914
3000628,CARD_15239
3000629,CARD_15876
3000630,CARD_22914
3000631,CARD_16300
3000632,CARD_16300
3000633,CARD_22914
3000634,CARD_22914
3000635,CARD_22914
3000636,CARD_22914
3000637,CARD_22914
3000638,CARD_19938
3000639,CARD_16535
3000640,CARD_22914
3000641,CARD_22914
3000642,CARD_22914
3000643,CARD_22914
3000644,CARD_18167
3000645,CARD_13610
3000646,CARD_22914
3000647,CARD_12559
3000648,CARD_23444
3000649,CARD_23444
3000650,CARD_20135
3000651,CARD_22914
3000652,CARD_16435
3000653,CARD_10519
3000654,CARD_19826
3000655,CARD_22914
3000656,CARD_22914
3000657,CARD_22914
3000658,CARD_11906
3000659,CARD_19248
3000660,CARD_12283
3000661,CARD_22914
3000662,CARD_22914
3000663,CARD_15056
3000664,CARD_19248
3000665,CARD_18167
3000666,CARD_22914
3000667,CARD_19248
3000668,CARD_22914
3000669,CARD_16435
3000670,CARD_19248
3000671,CARD_22914
3000672,CARD_22984
3000673,CARD_17830
3000674,CARD_17071
3000675,CARD_22914
3000676,CARD_11753
3000677,CARD_22914
3000678,CARD_15785
3000679,CARD_22914
3000680,CARD_22914
3000681,CARD_16300
3000682,CARD_22914
3000683,CARD_20512
3000684,CARD_22914
3000685,CARD_22914
3000686,CARD_22914
3000687,CARD_22914
3000688,CARD_16435
3000689,CARD_19549
3000690,CARD_15887
3000691,CARD_17736
3000692,CARD_15626
3000693,CARD_13610
3000694,CARD_16435
3000695,CARD_22914
3000696,CARD_22914
3000697,CARD_22914
3000698,CARD_10381
3000699,CARD_22914
3000700,CARD_22914
3000701,CARD_22914
3000702,CARD_19842
3000703,CARD_22914
3000704,CARD_19248
3000705,CARD_17011
3000706,CARD_19248
3000707,CARD_20806
3000708,CARD_16435
3000709,CARD_17830
3000710,CARD_22914
3000711,CARD_22914
3000712,CARD_10381
3000713,CARD_19248
3000714,CARD_16435
3000715,CARD_15702
3000716,CARD_22914
3000717,CARD_22914
3000718,CARD_15023
3000719,CARD_22914
3000720,CARD_13191
3000721,CARD_22914
3000722,CARD_13610
3000723,CARD_22914
3000724,CARD_22914
3000725,CARD_22914
3000726,CARD_16435
3000727,CARD_16300
3000728,CARD_19938
3000729,CARD_18632
3000730,CARD_22914
3000731,CARD_22914
3000732,CARD_22914
3000733,CARD_15702
3000734,CARD_22583
3000735,CARD_22914
3000736,CARD_21363
3000737,CARD_18472
3000738,CARD_20768
3000739,CARD_22914
3000740,CARD_10381
3000741,CARD_14332
3000742,CARD_19248
3000743,CARD_15916
3000744,CARD_12156
3000745,CARD_15913
3000746,CARD_16167
3000747,CARD_16429
3000748,CARD_17708
3000749,CARD_18358
3000750,CARD_18358
3000751,CARD_22756
3000752,CARD_22914
3000753,CARD_22121
3000754,CARD_15876
3000755,CARD_19061
3000756,CARD_15913
3000757,CARD_22914
3000758,CARD_15913
3000759,CARD_22006
3000760,CARD_12947
3000761,CARD_11561
3000762,CARD_15913
3000763,CARD_11753
3000764,CARD_22914
3000765,CARD_20779
3000766,CARD_22374
3000767,CARD_22914
3000768,CARD_15620
3000769,CARD_13610
3000770,CARD_22756
3000771,CARD_22914
3000772,CARD_22914
3000773,CARD_12286
3000774,CARD_22914
3000775,CARD_22006
3000776,CARD_20397
3000777,CARD_15609
3000778,CARD_16300
3000779,CARD_15931
3000780,CARD_20779
3000781,CARD_14089
3000782,CARD_22914
3000783,CARD_21040
3000784,CARD_10081
3000785,CARD_16435
3000786,CARD_20135
3000787,CARD_17784
3000788,CARD_18167
3000789,CARD_13191
3000790,CARD_22914
3000791,CARD_20779
3000792,CARD_14364
3000793,CARD_15663
3000794,CARD_11371
3000795,CARD_16535
3000796,CARD_20806
3000797,CARD_11657
3000798,CARD_22756
3000799,CARD_20825
3000800,CARD_20879
3000801,CARD_22914
3000802,CARD_20556
3000803,CARD_21754
3000804,CARD_22914
3000805,CARD_21363
3000806,CARD_18913
3000807,CARD_19900
3000808,CARD_23494
3000809,CARD_16429
3000810,CARD_10800
3000811,CARD_11520
3000812,CARD_16300
3000813,CARD_13610
3000814,CARD_19248
3000815,CARD_21363
3000816,CARD_11304
3000817,CARD_22914
3000818,CARD_22914
3000819,CARD_22914
3000820,CARD_20397
3000821,CARD_16535
3000822,CARD_22914
3000823,CARD_15399
3000824,CARD_18358
3000825,CARD_23494
3000826,CARD_11371
3000827,CARD_16300
3000828,CARD_16857
3000829,CARD_22914
3000830,CARD_22709
3000831,CARD_22914
3000832,CARD_21874
3000833,CARD_16535
3000834,CARD_16535
3000835,CARD_18618
3000836,CARD_22121
3000837,CARD_22914
3000838,CARD_21040
3000839,CARD_20216
3000840,CARD_18358
3000841,CARD_22914
3000842,CARD_14364
3000843,CARD_16429
3000844,CARD_22914
3000845,CARD_18727
3000846,CARD_23517
3000847,CARD_22914
3000848,CARD_18650
3000849,CARD_13090
3000850,CARD_22914
3000851,CARD_20951
3000852,CARD_22914
3000853,CARD_22432
3000854,CARD_14251
3000855,CARD_19248
3000856,CARD_12542
3000857,CARD_17784
3000858,CARD_12852
3000859,CARD_22006
3000860,CARD_22914
3000861,CARD_20397
3000862,CARD_13610
3000863,CARD_22914
3000864,CARD_22914
3000865,CARD_10190
3000866,CARD_15845
3000867,CARD_22914
3000868,CARD_22914
3000869,CARD_14332
3000870,CARD_20146
3000871,CARD_21961
3000872,CARD_17583
3000873,CARD_20397
3000874,CARD_23089
3000875,CARD_17736
3000876,CARD_16435
3000877,CARD_22914
3000878,CARD_22914
3000879,CARD_22914
3000880,CARD_16535
3000881,CARD_22914
3000882,CARD_21874
3000883,CARD_22914
3000884,CARD_22914
3000885,CARD_16435
3000886,CARD_16511
3000887,CARD_22914
3000888,CARD_22914
3000889,CARD_20771
3000890,CARD_21222
3000891,CARD_22583
3000892,CARD_22914
3000893,CARD_21775
3000894,CARD_20464
3000895,CARD_13610
3000896,CARD_22914
3000897,CARD_22914
3000898,CARD_17011
3000899,CARD_18042
3000900,CARD_18038
3000901,CARD_22902
3000902,CARD_22606
3000903,CARD_16300
3000904,CARD_23024
3000905,CARD_23494
3000906,CARD_22914
3000907,CARD_23029
3000908,CARD_22914
3000909,CARD_21703
3000910,CARD_22914
3000911,CARD_13815
3000912,CARD_16482
3000913,CARD_22914
3000914,CARD_11371
3000915,CARD_22914
3000916,CARD_17011
3000917,CARD_21754
3000918,CARD_22914
3000919,CARD_15633
3000920,CARD_18650
3000921,CARD_18167
3000922,CARD_20270
3000923,CARD_22914
3000924,CARD_22914
3000925,CARD_21174
3000926,CARD_22914
3000927,CARD_22914
3000928,CARD_21703
3000929,CARD_13679
3000930,CARD_22902
3000931,CARD_15876
3000932,CARD_21363
3000933,CARD_22914
3000934,CARD_12850
3000935,CARD_22914
3000936,CARD_21222
3000937,CARD_16731
3000938,CARD_11732
3000939,CARD_22914
3000940,CARD_20629
3000941,CARD_22914
3000942,CARD_13610
3000943,CARD_19248
3000944,CARD_13610
3000945,CARD_21363
3000946,CARD_11395
3000947,CARD_16435
3000948,CARD_22756
3000949,CARD_22914
3000950,CARD_13610
3000951,CARD_22914
3000952,CARD_22914
3000953,CARD_22413
3000954,CARD_16435
3000955,CARD_22914
3000956,CARD_16511
3000957,CARD_20806
3000958,CARD_22432
3000959,CARD_20146
3000960,CARD_21363
3000961,CARD_21222
3000962,CARD_19248
3000963,CARD_16435
3000964,CARD_16435
3000965,CARD_12286
3000966,CARD_10401
3000967,CARD_23024
3000968,CARD_15876
3000969,CARD_16435
3000970,CARD_10513
3000971,CARD_22914
3000972,CARD_20629
3000973,CARD_11653
3000974,CARD_22914
3000975,CARD_18727
3000976,CARD_11757
3000977,CARD_22914
3000978,CARD_22914
3000979,CARD_16857
3000980,CARD_22914
3000981,CARD_22554
3000982,CARD_23232
3000983,CARD_16435
3000984,CARD_16435
3000985,CARD_22914
3000986,CARD_19146
3000987,CARD_16300
3000988,CARD_22914
3000989,CARD_17326
3000990,CARD_13610
3000991,CARD_23089
3000992,CARD_13556
3000993,CARD_22914
3000994,CARD_19317
3000995,CARD_22914
3000996,CARD_20512
3000997,CARD_14332
3000998,CARD_18727
3000999,CARD_16435
3001000,CARD_19248
3001001,CARD_22914
3001002,CARD_20512
3001003,CARD_22914
3001004,CARD_12228
3001005,CARD_16435
3001006,CARD_20879
3001007,CARD_22914
3001008,CARD_22006
3001009,CARD_20065
3001010,CARD_16429
3001011,CARD_23504
3001012,CARD_17830
3001013,CARD_16435
3001014,CARD_22914
3001015,CARD_11132
3001016,CARD_22914
3001017,CARD_13556
3001018,CARD_18118
3001019,CARD_22914
3001020,CARD_10049
3001021,CARD_16300
3001022,CARD_14761
3001023,CARD_22006
3001024,CARD_10626
3001025,CARD_15913
3001026,CARD_14147
3001027,CARD_21363
3001028,CARD_10533
3001029,CARD_20629
3001030,CARD_13610
3001031,CARD_16857
3001032,CARD_22006
3001033,CARD_22848
3001034,CARD_22914
3001035,CARD_22914
3001036,CARD_22914
3001037,CARD_15469
3001038,CARD_15239
3001039,CARD_15626
3001040,CARD_22914
3001041,CARD_12100
3001042,CARD_22848
3001043,CARD_22914
3001044,CARD_22914
3001045,CARD_20629
3001046,CARD_16482
3001047,CARD_15702
3001048,CARD_15913
3001049,CARD_15876
3001050,CARD_22006
3001051,CARD_16435
3001052,CARD_22914
3001053,CARD_19248
3001054,CARD_16435
3001055,CARD_22914
3001056,CARD_22029
3001057,CARD_11520
3001058,CARD_13610
3001059,CARD_16300
3001060,CARD_22914
3001061,CARD_22914
3001062,CARD_11004
3001063,CARD_13071
3001064,CARD_22848
3001065,CARD_17155
3001066,CARD_22006
3001067,CARD_22914
3001068,CARD_16435
3001069,CARD_22006
3001070,CARD_22914
3001071,CARD_22709
3001072,CARD_18167
3001073,CARD_12382
3001074,CARD_22914
3001075,CARD_16535
3001076,CARD_22914
3001077,CARD_22914
3001078,CARD_21775
3001079,CARD_22914
3001080,CARD_17155
3001081,CARD_16868
3001082,CARD_16429
3001083,CARD_16482
3001084,CARD_22914
3001085,CARD_22914
3001086,CARD_22374
3001087,CARD_18266
3001088,CARD_22914
3001089,CARD_19248
3001090,CARD_16435
3001091,CARD_21122
3001092,CARD_17736
3001093,CARD_17784
3001094,CARD_22914
3001095,CARD_16482
3001096,CARD_22914
3001097,CARD_22914
3001098,CARD_19248
3001099,CARD_16435
3001100,CARD_20395
3001101,CARD_22374
3001102,CARD_21363
3001103,CARD_22914
3001104,CARD_22914
3001105,CARD_23455
3001106,CARD_22006
3001107,CARD_18167
3001108,CARD_16493
3001109,CARD_22914
3001110,CARD_15367
3001111,CARD_19248
3001112,CARD_22914
3001113,CARD_17830
3001114,CARD_21874
3001115,CARD_23194
3001116,CARD_18494
3001117,CARD_23029
3001118,CARD_21222
3001119,CARD_15876
3001120,CARD_22914
3001121,CARD_10651
3001122,CARD_15916
3001123,CARD_21775
3001124,CARD_21826
3001125,CARD_18358
3001126,CARD_22914
3001127,CARD_21874
3001128,CARD_20116
3001129,CARD_22914
3001130,CARD_22914
3001131,CARD_10642
3001132,CARD_13540
3001133,CARD_14332
3001134,CARD_22914
3001135,CARD_20446
3001136,CARD_18385
3001137,CARD_22914
3001138,CARD_22914
3001139,CARD_22914
3001140,CARD_10076
3001141,CARD_22914
3001142,CARD_22914
3001143,CARD_15925
3001144,CARD_22848
3001145,CARD_22914
3001146,CARD_21703
3001147,CARD_18228
3001148,CARD_16401
3001149,CARD_22914
3001150,CARD_22914
3001151,CARD_20806
3001152,CARD_18634
3001153,CARD_20806
3001154,CARD_22914
3001155,CARD_16435
3001156,CARD_23286
3001157,CARD_18634
3001158,CARD_22914
3001159,CARD_16535
3001160,CARD_12616
3001161,CARD_20268
3001162,CARD_22914
3001163,CARD_22914
3001164,CARD_22914
3001165,CARD_18494
3001166,CARD_22374
3001167,CARD_16435
3001168,CARD_13514
3001169,CARD_22914
3001170,CARD_22914
3001171,CARD_22914
3001172,CARD_19248
3001173,CARD_13924
3001174,CARD_14042
3001175,CARD_22914
3001176,CARD_19248
3001177,CARD_10517
3001178,CARD_22914
3001179,CARD_22914
3001180,CARD_17830
3001181,CARD_20674
3001182,CARD_15663
3001183,CARD_15132
3001184,CARD_13664
3001185,CARD_13086
3001186,CARD_17830
3001187,CARD_12076
3001188,CARD_22914
3001189,CARD_22914
3001190,CARD_22914
3001191,CARD_22709
3001192,CARD_22914
3001193,CARD_15931
3001194,CARD_17830
3001195,CARD_20806
3001196,CARD_22748
3001197,CARD_16535
3001198,CARD_22914
3001199,CARD_22914
3001200,CARD_18725
3001201,CARD_18358
3001202,CARD_16535
3001203,CARD_16389
3001204,CARD_15913
3001205,CARD_13610
3001206,CARD_12848
3001207,CARD_22914
3001208,CARD_22914
3001209,CARD_12652
3001210,CARD_15626
3001211,CARD_12947
3001212,CARD_22914
3001213,CARD_11231
3001214,CARD_21703
3001215,CARD_22461
3001216,CARD_10639
3001217,CARD_22848
3001218,CARD_22914
3001219,CARD_17006
3001220,CARD_22914
3001221,CARD_23089
3001222,CARD_11672
3001223,CARD_20806
3001224,CARD_23029
3001225,CARD_20270
3001226,CARD_19212
3001227,CARD_22914
3001228,CARD_21812
3001229,CARD_23024
3001230,CARD_22902
3001231,CARD_13321
3001232,CARD_19248
3001233,CARD_23029
3001234,CARD_18358
3001235,CARD_14626
3001236,CARD_22914
3001237,CARD_22914
3001238,CARD_16535
3001239,CARD_22914
3001240,CARD_17784
3001241,CARD_22914
3001242,CARD_23194
3001243,CARD_16435
3001244,CARD_23024
3001245,CARD_22914
3001246,CARD_22914
3001247,CARD_22914
3001248,CARD_16535
3001249,CARD_18995
3001250,CARD_22121
3001251,CARD_22914
3001252,CARD_22914
3001253,CARD_20860
3001254,CARD_22914
3001255,CARD_18909
3001256,CARD_22914
3001257,CARD_17142
3001258,CARD_22914
3001259,CARD_22914
3001260,CARD_17185
3001261,CARD_22914
3001262,CARD_10426
3001263,CARD_12852
3001264,CARD_22374
3001265,CARD_19248
3001266,CARD_12283
3001267,CARD_14332
3001268,CARD_12286
3001269,CARD_20135
3001270,CARD_22914
