customer_id,transaction_id
C13440,3000376
C02354,3000377
C05128,3000378
C06678,3000379
C13440,3000380
C11923,3000381
C13440,3000382
C13440,3000383
C13440,3000384
C13440,3000385
C05961,3000386
C13440,3000387
C13440,3000388
C13440,3000389
C05961,3000390
C11000,3000391
C08945,3000392
C13440,3000393
C13440,3000394
C13440,3000395
C13440,3000396
C13440,3000397
C13440,3000398
C03858,3000399
C07504,3000400
C13440,3000401
C13440,3000402
C04707,3000403
C12517,3000404
C13440,3000405
C05128,3000406
C13440,3000407
C13440,3000408
C13440,3000409
C13440,3000410
C09221,3000411
C13440,3000412
C13440,3000413
C13440,3000414
C11917,3000415
C13440,3000416
C13440,3000417
C13440,3000418
C13440,3000419
C13440,3000420
C13440,3000421
C09363,3000422
C13440,3000423
C13440,3000424
C13440,3000425
C13440,3000426
C13440,3000427
C13440,3000428
C02354,3000429
C05128,3000430
C13440,3000431
C13440,3000432
C13440,3000433
C13440,3000434
C03556,3000435
C13440,3000436
C13440,3000437
C13440,3000438
C13440,3000439
C13440,3000440
C13440,3000441
C11468,3000442
C01521,3000443
C13440,3000444
C01109,3000445
C05128,3000446
C01521,3000447
C13440,3000448
C13440,3000449
C13440,3000450
C13440,3000451
C13440,3000452
C13440,3000453
C13440,3000454
C13440,3000455
C13440,3000456
C05258,3000457
C13440,3000458
C13440,3000459
C13440,3000460
C05258,3000461
C13440,3000462
C13440,3000463
C13440,3000464
C13440,3000465
C13440,3000466
C05128,3000467
C13440,3000468
C13440,3000469
C07936,3000470
C13440,3000471
C05258,3000472
C13440,3000473
C13440,3000474
C13440,3000475
C13440,3000476
C00773,3000477
C05258,3000478
C13440,3000479
C13440,3000480
C01347,3000481
C07936,3000482
C13440,3000483
C13440,3000484
C13440,3000485
C13440,3000486
C02354,3000487
C13440,3000488
C13440,3000489
C13440,3000490
C13440,3000491
C13440,3000492
C13440,3000493
C13440,3000494
C11294,3000495
C11294,3000496
C09711,3000497
C13440,3000498
C13440,3000499
C13440,3000500
C13440,3000501
C13440,3000502
C09165,3000503
C13440,3000504
C13440,3000505
C13440,3000506
C10911,3000507
C13440,3000508
C13440,3000509
C05258,3000510
C04313,3000511
C13440,3000512
C02354,3000513
C02575,3000514
C11743,3000515
C13440,3000516
C13440,3000517
C13440,3000518
C11923,3000519
C13440,3000520
C13440,3000521
C13440,3000522
C02354,3000523
C09286,3000524
C13440,3000525
C13440,3000526
C12426,3000527
C09301,3000528
C02354,3000529
C02575,3000530
C05258,3000531
C13440,3000532
C09301,3000533
C13440,3000534
C04893,3000535
C13440,3000536
C13440,3000537
C13440,3000538
C12311,3000539
C13440,3000540
C13440,3000541
C05128,3000542
C13440,3000543
C13440,3000544
C05128,3000545
C07858,3000546
C13440,3000547
C13440,3000548
C13440,3000549
C03556,3000550
C13440,3000551
C13440,3000552
C04543,3000553
C09301,3000554
C13440,3000555
C13440,3000556
C02902,3000557
C12417,3000558
C07936,3000559
C00129,3000560
C04543,3000561
C01254,3000562
C13440,3000563
C08072,3000564
C13440,3000565
C13440,3000566
C13440,3000567
C13440,3000568
C13440,3000569
C13440,3000570
C13440,3000571
C04383,3000572
C13440,3000573
C13440,3000574
C13440,3000575
C05128,3000576
C02902,3000577
C13440,3000578
C13440,3000579
C04798,3000580
C09666,3000581
C04696,3000582
C03218,3000583
C13440,3000584
C10852,3000585
C08824,3000586
C13440,3000587
C13440,3000588
C13440,3000589
C13440,3000590
C09876,3000591
C13440,3000592
C03556,3000593
C11294,3000594
C13440,3000595
C13440,3000596
C07858,3000597
C05128,3000598
C03218,3000599
C13440,3000600
C02354,3000601
C13440,3000602
C04893,3000603
C03363,3000604
C11709,3000605
C13440,3000606
C05876,3000607
C13440,3000608
C11709,3000609
C07871,3000610
C12894,3000611
C04026,3000612
C07648,3000613
C13440,3000614
C13440,3000615
C13440,3000616
C13440,3000617
C13440,3000618
C13440,3000619
C01974,3000620
C13440,3000621
C07648,3000622
C02354,3000623
C04693,3000624
C12094,3000625
C12961,3000626
C13440,3000627
C10364,3000628
C07212,3000629
C13440,3000630
C00750,3000631
C00750,3000632
C13440,3000633
C13440,3000634
C13440,3000635
C13440,3000636
C13440,3000637
C09981,3000638
C11000,3000639
C13440,3000640
C13440,3000641
C13440,3000642
C13440,3000643
C02902,3000644
C05704,3000645
C13440,3000646
C08181,3000647
C12833,3000648
C12833,3000649
C05782,3000650
C13440,3000651
C03218,3000652
C10661,3000653
C07456,3000654
C13440,3000655
C13440,3000656
C13440,3000657
C08072,3000658
C02354,3000659
C12311,3000660
C13440,3000661
C13440,3000662
C08913,3000663
C02354,3000664
C02902,3000665
C13440,3000666
C02354,3000667
C13440,3000668
C03218,3000669
C02354,3000670
C13440,3000671
C00331,3000672
C11709,3000673
C09159,3000674
C13440,3000675
C12084,3000676
C13440,3000677
C00129,3000678
C13440,3000679
C13440,3000680
C00750,3000681
C13440,3000682
C09666,3000683
C13440,3000684
C13440,3000685
C13440,3000686
C13440,3000687
C03218,3000688
C07523,3000689
C01953,3000690
C12942,3000691
C12572,3000692
C05704,3000693
C03218,3000694
C13440,3000695
C13440,3000696
C13440,3000697
C05258,3000698
C13440,3000699
C13440,3000700
C13440,3000701
C11917,3000702
C13440,3000703
C02354,3000704
C04108,3000705
C02354,3000706
C08945,3000707
C03218,3000708
C11709,3000709
C13440,3000710
C13440,3000711
C05258,3000712
C02354,3000713
C03218,3000714
C11522,3000715
C13440,3000716
C13440,3000717
C11061,3000718
C13440,3000719
C11625,3000720
C13440,3000721
C05704,3000722
C13440,3000723
C13440,3000724
C13440,3000725
C03218,3000726
C00750,3000727
C09981,3000728
C09276,3000729
C13440,3000730
C13440,3000731
C13440,3000732
C11522,3000733
C10852,3000734
C13440,3000735
C11923,3000736
C03171,3000737
C10800,3000738
C13440,3000739
C05258,3000740
C01333,3000741
C02354,3000742
C03575,3000743
C10687,3000744
C07858,3000745
C02817,3000746
C00094,3000747
C03714,3000748
C09301,3000749
C09301,3000750
C07671,3000751
C13440,3000752
C03556,3000753
C07212,3000754
C08614,3000755
C07858,3000756
C13440,3000757
C07858,3000758
C07867,3000759
C05876,3000760
C12682,3000761
C07858,3000762
C12084,3000763
C13440,3000764
C12489,3000765
C11919,3000766
C13440,3000767
C00259,3000768
C05704,3000769
C07671,3000770
C13440,3000771
C13440,3000772
C11381,3000773
C13440,3000774
C07867,3000775
C02250,3000776
C01308,3000777
C00750,3000778
C00823,3000779
C12489,3000780
C02231,3000781
C13440,3000782
C13001,3000783
C00424,3000784
C03218,3000785
C05782,3000786
C07648,3000787
C02902,3000788
C11625,3000789
C13440,3000790
C12489,3000791
C09342,3000792
C03363,3000793
C01909,3000794
C11000,3000795
C08945,3000796
C13033,3000797
C07671,3000798
C12738,3000799
C02480,3000800
C13440,3000801
C03415,3000802
C08269,3000803
C13440,3000804
C11923,3000805
C12030,3000806
C12345,3000807
C11082,3000808
C00094,3000809
C04865,3000810
C06147,3000811
C00750,3000812
C05704,3000813
C02354,3000814
C11923,3000815
C03320,3000816
C13440,3000817
C13440,3000818
C13440,3000819
C02250,3000820
C11000,3000821
C13440,3000822
C08899,3000823
C09301,3000824
C11082,3000825
C01909,3000826
C00750,3000827
C02309,3000828
C13440,3000829
C01954,3000830
C13440,3000831
C04383,3000832
C11000,3000833
C11000,3000834
C00614,3000835
C03556,3000836
C13440,3000837
C13001,3000838
C02380,3000839
C09301,3000840
C13440,3000841
C09342,3000842
C00094,3000843
C13440,3000844
C11539,3000845
C10193,3000846
C13440,3000847
C11929,3000848
C12829,3000849
C13440,3000850
C03405,3000851
C13440,3000852
C10906,3000853
C09998,3000854
C02354,3000855
C09286,3000856
C07648,3000857
C05276,3000858
C07867,3000859
C13440,3000860
C02250,3000861
C05704,3000862
C13440,3000863
C13440,3000864
C01374,3000865
C06253,3000866
C13440,3000867
C13440,3000868
C01333,3000869
C04762,3000870
C07919,3000871
C10715,3000872
C02250,3000873
C12598,3000874
C12942,3000875
C03218,3000876
C13440,3000877
C13440,3000878
C13440,3000879
C11000,3000880
C13440,3000881
C04383,3000882
C13440,3000883
C13440,3000884
C03218,3000885
C03474,3000886
C13440,3000887
C13440,3000888
C06888,3000889
C05128,3000890
C10852,3000891
C13440,3000892
C11309,3000893
C06890,3000894
C05704,3000895
C13440,3000896
C13440,3000897
C04108,3000898
C05595,3000899
C00051,3000900
C11227,3000901
C02923,3000902
C00750,3000903
C09165,3000904
C11082,3000905
C13440,3000906
C01109,3000907
C13440,3000908
C12517,3000909
C13440,3000910
C12676,3000911
C12961,3000912
C13440,3000913
C01909,3000914
C13440,3000915
C04108,3000916
C08269,3000917
C13440,3000918
C08598,3000919
C11929,3000920
C02902,3000921
C04034,3000922
C13440,3000923
C13440,3000924
C05689,3000925
C13440,3000926
C13440,3000927
C12517,3000928
C01252,3000929
C11227,3000930
C07212,3000931
C11923,3000932
C13440,3000933
C05443,3000934
C13440,3000935
C05128,3000936
C07387,3000937
C06481,3000938
C13440,3000939
C09584,3000940
C13440,3000941
C05704,3000942
C02354,3000943
C05704,3000944
C11923,3000945
C04478,3000946
C03218,3000947
C07671,3000948
C13440,3000949
C05704,3000950
C13440,3000951
C13440,3000952
C01828,3000953
C03218,3000954
C13440,3000955
C03474,3000956
C08945,3000957
C10906,3000958
C04762,3000959
C11923,3000960
C05128,3000961
C02354,3000962
C03218,3000963
C03218,3000964
C11381,3000965
C04834,3000966
C09165,3000967
C07212,3000968
C03218,3000969
C08635,3000970
C13440,3000971
C09584,3000972
C03488,3000973
C13440,3000974
C11539,3000975
C08037,3000976
C13440,3000977
C13440,3000978
C02309,3000979
C13440,3000980
C11005,3000981
C03047,3000982
C03218,3000983
C03218,3000984
C13440,3000985
C02764,3000986
C00750,3000987
C13440,3000988
C13259,3000989
C05704,3000990
C12598,3000991
C12094,3000992
C13440,3000993
C11059,3000994
C13440,3000995
C09666,3000996
C01333,3000997
C11539,3000998
C03218,3000999
C02354,3001000
C13440,3001001
C09666,3001002
C13440,3001003
C10585,3001004
C03218,3001005
C02480,3001006
C13440,3001007
C07867,3001008
C00773,3001009
C00094,3001010
C05115,3001011
C11709,3001012
C03218,3001013
C13440,3001014
C13516,3001015
C13440,3001016
C12094,3001017
C03667,3001018
C13440,3001019
C04709,3001020
C00750,3001021
C10755,3001022
C07867,3001023
C11702,3001024
C07858,3001025
C06598,3001026
C11923,3001027
C04105,3001028
C09584,3001029
C05704,3001030
C02309,3001031
C07867,3001032
C01010,3001033
C13440,3001034
C13440,3001035
C13440,3001036
C09947,3001037
C10364,3001038
C12572,3001039
C13440,3001040
C09657,3001041
C01010,3001042
C13440,3001043
C13440,3001044
C09584,3001045
C12961,3001046
C11522,3001047
C07858,3001048
C07212,3001049
C07867,3001050
C03218,3001051
C13440,3001052
C02354,3001053
C03218,3001054
C13440,3001055
C13354,3001056
C06147,3001057
C05704,3001058
C00750,3001059
C13440,3001060
C13440,3001061
C07215,3001062
C06348,3001063
C01010,3001064
C01110,3001065
C07867,3001066
C13440,3001067
C03218,3001068
C07867,3001069
C13440,3001070
C01954,3001071
C02902,3001072
C05560,3001073
C13440,3001074
C11000,3001075
C13440,3001076
C13440,3001077
C11309,3001078
C13440,3001079
C01110,3001080
C01061,3001081
C00094,3001082
C12961,3001083
C13440,3001084
C13440,3001085
C11919,3001086
C09820,3001087
C13440,3001088
C02354,3001089
C03218,3001090
C05171,3001091
C12942,3001092
C07648,3001093
C13440,3001094
C12961,3001095
C13440,3001096
C13440,3001097
C02354,3001098
C03218,3001099
C09420,3001100
C11919,3001101
C11923,3001102
C13440,3001103
C13440,3001104
C11583,3001105
C07867,3001106
C02902,3001107
C12593,3001108
C13440,3001109
C11906,3001110
C02354,3001111
C13440,3001112
C11709,3001113
C04383,3001114
C07936,3001115
C09363,3001116
C01109,3001117
C05128,3001118
C07212,3001119
C13440,3001120
C12652,3001121
C03575,3001122
C11309,3001123
C00059,3001124
C09301,3001125
C13440,3001126
C04383,3001127
C01286,3001128
C13440,3001129
C13440,3001130
C11852,3001131
C12981,3001132
C01333,3001133
C13440,3001134
C01048,3001135
C07335,3001136
C13440,3001137
C13440,3001138
C13440,3001139
C04062,3001140
C13440,3001141
C13440,3001142
C04893,3001143
C01010,3001144
C13440,3001145
C12517,3001146
C05622,3001147
C11176,3001148
C13440,3001149
C13440,3001150
C08945,3001151
C00089,3001152
C08945,3001153
C13440,3001154
C03218,3001155
C05448,3001156
C00089,3001157
C13440,3001158
C11000,3001159
C06327,3001160
C04525,3001161
C13440,3001162
C13440,3001163
C13440,3001164
C09363,3001165
C11919,3001166
C03218,3001167
C10320,3001168
C13440,3001169
C13440,3001170
C13440,3001171
C02354,3001172
C11768,3001173
C02566,3001174
C13440,3001175
C02354,3001176
C09486,3001177
C13440,3001178
C13440,3001179
C11709,3001180
C10900,3001181
C03363,3001182
C11701,3001183
C02646,3001184
C04764,3001185
C11709,3001186
C02930,3001187
C13440,3001188
C13440,3001189
C13440,3001190
C01954,3001191
C13440,3001192
C00823,3001193
C11709,3001194
C08945,3001195
C11468,3001196
C11000,3001197
C13440,3001198
C13440,3001199
C11216,3001200
C09301,3001201
C11000,3001202
C05961,3001203
C07858,3001204
C05704,3001205
C07149,3001206
C13440,3001207
C13440,3001208
C09354,3001209
C12572,3001210
C05876,3001211
C13440,3001212
C01248,3001213
C12517,3001214
C10867,3001215
C03651,3001216
C01010,3001217
C13440,3001218
C03722,3001219
C13440,3001220
C12598,3001221
C07741,3001222
C08945,3001223
C01109,3001224
C04034,3001225
C04701,3001226
C13440,3001227
C07997,3001228
C09165,3001229
C11227,3001230
C02342,3001231
C02354,3001232
C01109,3001233
C09301,3001234
C01942,3001235
C13440,3001236
C13440,3001237
C11000,3001238
C13440,3001239
C07648,3001240
C13440,3001241
C07936,3001242
C03218,3001243
C09165,3001244
C13440,3001245
C13440,3001246
C13440,3001247
C11000,3001248
C10006,3001249
C03556,3001250
C13440,3001251
C13440,3001252
C03204,3001253
C13440,3001254
C08695,3001255
C13440,3001256
C08775,3001257
C13440,3001258
C13440,3001259
C04582,3001260
C13440,3001261
C09191,3001262
C05276,3001263
C11919,3001264
C02354,3001265
C12311,3001266
C01333,3001267
C11381,3001268
C05782,3001269
C13440,3001270
C13440,3001271
C13440,3001272
C06403,3001273
C11309,3001274
C10715,3001275
C05704,3001276
C13053,3001277
C08542,3001278
C04108,3001279
C13440,3001280
C03218,3001281
C11687,3001282
C11923,3001283
C03575,3001284
C02902,3001285
C08662,3001286
C12942,3001287
C03839,3001288
C12084,3001289
C09087,3001290
C07276,3001291
C13440,3001292
C08321,3001293
C07671,3001294
C13440,3001295
C12234,3001296
C05704,3001297
C04108,3001298
C13346,3001299
C02250,3001300
C13440,3001301
C13440,3001302
C01909,3001303
C11494,3001304
C06147,3001305
C13440,3001306
C11923,3001307
C07889,3001308
C02354,3001309
C13440,3001310
C13440,3001311
C04408,3001312
C13440,3001313
C02346,3001314
C03411,3001315
C11852,3001316
C06147,3001317
C02354,3001318
C13440,3001319
C09301,3001320
C09301,3001321
C01337,3001322
C03556,3001323
C13440,3001324
C11539,3001325
C13440,3001326
C05704,3001327
C13440,3001328
C13354,3001329
C05128,3001330
C04597,3001331
C02354,3001332
C01333,3001333
C03474,3001334
C01953,3001335
C11061,3001336
C09301,3001337
C11539,3001338
C11061,3001339
C11539,3001340
C13440,3001341
C01109,3001342
C09650,3001343
C02354,3001344
C13440,3001345
C02354,3001346
C12417,3001347
C04108,3001348
C01988,3001349
C03218,3001350
C10715,3001351
C02342,3001352
C13440,3001353
C04118,3001354
C11000,3001355
C00195,3001356
C11227,3001357
C00750,3001358
C13440,3001359
C02354,3001360
C03171,3001361
C02134,3001362
C11709,3001363
C12084,3001364
C07867,3001365
C03670,3001366
C04026,3001367
C13440,3001368
C06845,3001369
C05318,3001370
C09159,3001371
C06403,3001372
C13440,3001373
C02902,3001374
C06791,3001375
C13440,3001376
C11061,3001377
C13440,3001378
C03218,3001379
C05164,3001380
C11061,3001381
C04597,3001382
C13440,3001383
C12942,3001384
C04108,3001385
C11923,3001386
C12517,3001387
C11061,3001388
C12097,3001389
C09301,3001390
C08597,3001391
C08662,3001392
C02354,3001393
C13440,3001394
C10852,3001395
C07936,3001396
C04112,3001397
C11309,3001398
C04108,3001399
C13440,3001400
C07212,3001401
C01521,3001402
C13440,3001403
C10585,3001404
C13440,3001405
C00750,3001406
C12003,3001407
C06658,3001408
C12517,3001409
C01347,3001410
C03218,3001411
C12942,3001412
C11309,3001413
C05276,3001414
C08072,3001415
C07936,3001416
C13440,3001417
C13440,3001418
C02902,3001419
C13440,3001420
C03047,3001421
C13440,3001422
C08037,3001423
C13440,3001424
C07906,3001425
C04285,3001426
C12542,3001427
C13440,3001428
C00409,3001429
C13440,3001430
C13440,3001431
C13440,3001432
C11923,3001433
C13440,3001434
C01909,3001435
C07149,3001436
C00101,3001437
C09981,3001438
C02456,3001439
C03851,3001440
C13440,3001441
C12060,3001442
C02094,3001443
C12961,3001444
C12060,3001445
C13440,3001446
C12961,3001447
C02902,3001448
C12084,3001449
C00059,3001450
C12517,3001451
C13440,3001452
C10915,3001453
C04108,3001454
C03351,3001455
C13440,3001456
C02354,3001457
C03218,3001458
C13440,3001459
C02354,3001460
C08945,3001461
C10585,3001462
C10234,3001463
C13542,3001464
C11522,3001465
C13440,3001466
C04893,3001467
C08622,3001468
C05128,3001469
C04893,3001470
C07858,3001471
C09261,3001472
C03218,3001473
C13440,3001474
C11441,3001475
C13440,3001476
C07858,3001477
C03047,3001478
C09165,3001479
C04597,3001480
C13440,3001481
C13440,3001482
C03218,3001483
C01735,3001484
C05595,3001485
C02134,3001486
C13440,3001487
C13440,3001488
C05782,3001489
C08945,3001490
C09363,3001491
C04108,3001492
C05283,3001493
C13440,3001494
C13440,3001495
C01347,3001496
C13440,3001497
C12961,3001498
C13440,3001499
C11852,3001500
C05704,3001501
C11923,3001502
C08945,3001503
C01109,3001504
C13440,3001505
C13440,3001506
C05129,3001507
C01109,3001508
C07648,3001509
C09301,3001510
C13440,3001511
C13440,3001512
C11257,3001513
C07076,3001514
C11906,3001515
C03405,3001516
C13440,3001517
C10760,3001518
C01109,3001519
C13440,3001520
C00773,3001521
C11923,3001522
C13440,3001523
C13440,3001524
C03787,3001525
C12942,3001526
C02480,3001527
C11923,3001528
C08945,3001529
C12942,3001530
C13440,3001531
C11522,3001532
C01333,3001533
C13337,3001534
C13440,3001535
C05011,3001536
C13440,3001537
C05704,3001538
C13440,3001539
C12982,3001540
C13440,3001541
C12982,3001542
C08422,3001543
C07648,3001544
C13440,3001545
C11923,3001546
C10752,3001547
C09301,3001548
C08945,3001549
C13440,3001550
C11533,3001551
C10715,3001552
C11522,3001553
C13516,3001554
C11662,3001555
C06552,3001556
C12094,3001557
C02515,3001558
C04105,3001559
C03218,3001560
C11000,3001561
C12234,3001562
C11662,3001563
C13440,3001564
C06800,3001565
C01109,3001566
C05876,3001567
C12961,3001568
C00642,3001569
C13440,3001570
C13440,3001571
C03218,3001572
C04108,3001573
C05704,3001574
C06791,3001575
C04352,3001576
C11309,3001577
C12094,3001578
C07936,3001579
C02250,3001580
C09666,3001581
C02250,3001582
C13440,3001583
C13440,3001584
C00129,3001585
C12961,3001586
C00750,3001587
C13440,3001588
C01706,3001589
C12682,3001590
C13440,3001591
C03532,3001592
C04108,3001593
C05120,3001594
C13440,3001595
C13440,3001596
C13440,3001597
C03858,3001598
C09165,3001599
C13440,3001600
C09666,3001601
C10873,3001602
C13440,3001603
C12094,3001604
C11919,3001605
C07867,3001606
C08945,3001607
C13440,3001608
C13440,3001609
C00750,3001610
C07847,3001611
C13440,3001612
C13440,3001613
C13440,3001614
C10867,3001615
C11709,3001616
C12084,3001617
C13440,3001618
C11539,3001619
C13440,3001620
C07212,3001621
C11929,3001622
C08460,3001623
C13440,3001624
C10386,3001625
C13440,3001626
C02608,3001627
C02902,3001628
C12084,3001629
C03218,3001630
C01909,3001631
C07212,3001632
C13440,3001633
C04157,3001634
C05704,3001635
C01909,3001636
C04108,3001637
C01109,3001638
C13328,3001639
C01855,3001640
C09666,3001641
C13440,3001642
C07149,3001643
C09064,3001644
C03201,3001645
C09274,3001646
C04248,3001647
C07648,3001648
C06388,3001649
C12321,3001650
C11923,3001651
C04548,3001652
C12942,3001653
C05704,3001654
C13440,3001655
C02480,3001656
C11309,3001657
C13440,3001658
C13440,3001659
C00331,3001660
C09666,3001661
C02354,3001662
C13440,3001663
C01909,3001664
C07919,3001665
C03218,3001666
C11923,3001667
C07336,3001668
C09301,3001669
C09608,3001670
C00509,3001671
C11923,3001672
C13440,3001673
C01909,3001674
C07648,3001675
C07867,3001676
C05704,3001677
C09420,3001678
C13440,3001679
C13440,3001680
C03299,3001681
C09301,3001682
C13440,3001683
C01154,3001684
C13440,3001685
C13440,3001686
C01828,3001687
C13440,3001688
C11923,3001689
C13440,3001690
C11709,3001691
C07648,3001692
C07671,3001693
C04034,3001694
C13440,3001695
C09301,3001696
C03218,3001697
C13516,3001698
C09354,3001699
C11319,3001700
C10946,3001701
C02342,3001702
C13440,3001703
C09981,3001704
C02902,3001705
C13440,3001706
C04798,3001707
C13440,3001708
C07954,3001709
C00522,3001710
C04597,3001711
C11923,3001712
C01154,3001713
C08695,3001714
C09486,3001715
C13440,3001716
C00129,3001717
C03042,3001718
C05704,3001719
C13440,3001720
C11709,3001721
C01374,3001722
C07648,3001723
C11539,3001724
C09363,3001725
C09363,3001726
C11929,3001727
C12626,3001728
C13440,3001729
C11539,3001730
C09666,3001731
C02902,3001732
C05576,3001733
C00094,3001734
C11362,3001735
C12961,3001736
C13440,3001737
C11923,3001738
C13117,3001739
C03201,3001740
C13440,3001741
C06840,3001742
C02708,3001743
C13440,3001744
C11227,3001745
C08945,3001746
C13372,3001747
