customer_id,card_id
C01061,CARD_16868
C09820,CARD_18266
C05171,CARD_21122
C09420,CARD_20395
C11583,CARD_23455
C11906,CARD_15367
C12652,CARD_10651
C00059,CARD_21826
C01286,CARD_20116
C11852,CARD_10642
C12981,CARD_13540
C07335,CARD_18385
C04062,CARD_10076
C11176,CARD_16401
C00089,CARD_18634
C05448,CARD_23286
C06327,CARD_12616
C04525,CARD_20268
C10320,CARD_13514
C11768,CARD_13924
C02566,CARD_14042
C10900,CARD_20674
C11701,CARD_15132
C02646,CARD_13664
C04764,CARD_13086
C02930,CARD_12076
C11216,CARD_18725
C07149,CARD_12848
C09354,CARD_12652
C01248,CARD_11231
C03651,CARD_10639
C03722,CARD_17006
C07741,CARD_11672
C04701,CARD_19212
C07997,CARD_21812
C01942,CARD_14626
C10006,CARD_18995
C03204,CARD_20860
C08695,CARD_18909
C08775,CARD_17142
C09191,CARD_10426
C13053,CARD_16755
C08542,CARD_16205
C11687,CARD_18152
C03839,CARD_17665
C09087,CARD_12334
C07276,CARD_23349
C08321,CARD_11668
C13346,CARD_17038
C11494,CARD_16171
C07889,CARD_21391
C04408,CARD_21393
C02346,CARD_23041
C03411,CARD_19473
C01337,CARD_18242
C09650,CARD_15935
C01988,CARD_23069
C04118,CARD_19233
C00195,CARD_10856
C03670,CARD_10242
C06845,CARD_12832
C05318,CARD_16026
C05164,CARD_14483
C12097,CARD_12588
C08597,CARD_11904
C04112,CARD_10127
C12003,CARD_21563
C06658,CARD_13334
C07906,CARD_20006
C04285,CARD_15053
C12542,CARD_21789
C00409,CARD_14046
C00101,CARD_14535
C02456,CARD_10112
C12060,CARD_15176
C02094,CARD_20510
C10915,CARD_18638
C13542,CARD_20021
C08622,CARD_13977
C09261,CARD_14301
C11441,CARD_21499
C01735,CARD_10185
C05129,CARD_10326
C11257,CARD_21545
C07076,CARD_22752
C10760,CARD_12153
C03787,CARD_10104
C13337,CARD_11898
C05011,CARD_22345
C08422,CARD_22590
C10752,CARD_22251
C11533,CARD_18239
C11662,CARD_21344
C06552,CARD_15682
C06800,CARD_18895
C00642,CARD_19203
C04352,CARD_13505
C01706,CARD_17595
C03532,CARD_13422
C05120,CARD_13222
C10873,CARD_11452
C07847,CARD_16743
C08460,CARD_11996
C10386,CARD_23400
C04157,CARD_13209
C13328,CARD_18090
C01855,CARD_19122
C09064,CARD_17423
C03201,CARD_14675
C09274,CARD_19507
C04248,CARD_20671
C06388,CARD_20315
C12321,CARD_21150
C04548,CARD_16035
C07336,CARD_16763
C09608,CARD_17857
C00509,CARD_14504
C03299,CARD_12793
C11319,CARD_21082
C10946,CARD_23192
C07954,CARD_12938
C00522,CARD_15608
C03042,CARD_15158
C12626,CARD_19029
C05576,CARD_18115
C11362,CARD_15365
C13117,CARD_19747
C06840,CARD_12032
C02708,CARD_22633
C05393,CARD_13739
C13408,CARD_13754
C01782,CARD_12876
C08780,CARD_13175
C00779,CARD_21415
C09795,CARD_22044
C06681,CARD_13789
C10015,CARD_10039
C03933,CARD_17904
C11872,CARD_16943
C00081,CARD_10465
C03696,CARD_14661
C11726,CARD_20659
C10365,CARD_13429
C12826,CARD_13765
C08240,CARD_15141
C01002,CARD_15517
C05820,CARD_20783
C03449,CARD_23035
C09733,CARD_19671
C07626,CARD_13712
C02780,CARD_19258
C06873,CARD_16179
C06438,CARD_23162
C04281,CARD_13510
C10227,CARD_19942
C01661,CARD_21154
C00386,CARD_16321
C03061,CARD_16341
C06306,CARD_19975
C00543,CARD_22457
C08875,CARD_21613
C02112,CARD_12086
C13486,CARD_10468
C03024,CARD_20572
C00704,CARD_11256
C11479,CARD_20057
C09742,CARD_22055
C10949,CARD_13782
C09289,CARD_16762
C11590,CARD_18923
C10922,CARD_20438
C01979,CARD_22008
C10998,CARD_22452
C13015,CARD_18959
C09362,CARD_15537
C00213,CARD_18229
C05289,CARD_18468
C06683,CARD_15888
C04075,CARD_23401
C13512,CARD_23098
C07641,CARD_13930
C11509,CARD_17499
C12289,CARD_14993
C01390,CARD_13529
C12796,CARD_18308
C12841,CARD_20131
C08447,CARD_13094
C08719,CARD_23225
C01119,CARD_12040
C09365,CARD_17801
C04025,CARD_19849
C11489,CARD_18541
C03085,CARD_14731
C09791,CARD_12697
C06220,CARD_21105
C12712,CARD_18814
C02740,CARD_13742
C06190,CARD_22819
C11543,CARD_20026
C08219,CARD_20990
C04083,CARD_13902
C02962,CARD_22511
C05542,CARD_18559
C06940,CARD_19682
C00067,CARD_20290
C06644,CARD_16155
C02198,CARD_11498
C09902,CARD_22369
C05969,CARD_23369
C12852,CARD_12036
C05327,CARD_16448
C01296,CARD_23311
C02398,CARD_21892
C01618,CARD_21807
C13227,CARD_23289
C09710,CARD_10592
C00854,CARD_15058
C04288,CARD_14008
C13054,CARD_21020
C07987,CARD_11539
C12166,CARD_14670
C02855,CARD_10890
C06224,CARD_17503
C06031,CARD_14518
C02897,CARD_17981
C04030,CARD_10567
C11045,CARD_12744
C02076,CARD_21204
C09933,CARD_15868
C03427,CARD_14649
C01860,CARD_12313
C05259,CARD_19641
C10469,CARD_13216
C10570,CARD_18294
C11973,CARD_12335
C11380,CARD_19032
C01818,CARD_17366
C03549,CARD_18377
C11249,CARD_18507
C04500,CARD_11462
C01776,CARD_13025
C05061,CARD_16839
C12519,CARD_18656
C10968,CARD_17698
C10849,CARD_17354
C02437,CARD_17272
C05332,CARD_16833
C05973,CARD_15520
C04434,CARD_11796
C09911,CARD_15867
C13290,CARD_16215
C00249,CARD_13037
C13114,CARD_11597
C08461,CARD_14818
C10383,CARD_11535
C04186,CARD_11534
C07608,CARD_23012
C00382,CARD_20125
C09560,CARD_15428
C02867,CARD_23302
C08872,CARD_20563
C10507,CARD_16527
C04983,CARD_10871
C03738,CARD_23070
C05513,CARD_12253
C07581,CARD_12237
C06705,CARD_21192
C10562,CARD_12780
C08709,CARD_13295
C06208,CARD_12517
C00594,CARD_17184
C09579,CARD_14934
C02516,CARD_18765
C01387,CARD_11121
C11781,CARD_14549
C10112,CARD_11031
C01864,CARD_20454
C09826,CARD_18151
C11010,CARD_18844
C10575,CARD_16878
C10599,CARD_14926
C02321,CARD_19338
C10326,CARD_19917
C02765,CARD_17538
C06331,CARD_13978
C01509,CARD_14944
C10927,CARD_11844
C02132,CARD_22577
C11545,CARD_13084
C07845,CARD_11929
C04957,CARD_23222
C06631,CARD_13176
C05459,CARD_22011
C08112,CARD_17774
C09251,CARD_11494
C01977,CARD_10663
C04708,CARD_12347
C08793,CARD_10981
C00189,CARD_20059
C05924,CARD_17449
C00426,CARD_23507
C00803,CARD_20331
C05551,CARD_20390
C00915,CARD_17864
C09556,CARD_17658
C11140,CARD_11960
C08127,CARD_11644
C12602,CARD_17190
C01222,CARD_18063
C12512,CARD_11477
C09454,CARD_19694
C03125,CARD_15906
C08420,CARD_19634
C10025,CARD_21193
C07681,CARD_16128
C10045,CARD_15097
C13349,CARD_10296
C03341,CARD_12450
C05142,CARD_13144
C08921,CARD_13828
C04393,CARD_22220
C08847,CARD_16319
C08281,CARD_21379
C10244,CARD_11914
C11496,CARD_19407
C07398,CARD_21219
C12238,CARD_22464
C01138,CARD_12531
C02776,CARD_21726
C09868,CARD_13856
C03246,CARD_14633
C01289,CARD_10103
C13196,CARD_14586
C11970,CARD_10405
C04007,CARD_21359
C02365,CARD_13775
C10433,CARD_18636
C03108,CARD_12191
C04004,CARD_11722
C03786,CARD_23124
C01579,CARD_22438
C01596,CARD_22907
C07065,CARD_19480
C02525,CARD_12678
C00978,CARD_19077
C11788,CARD_14493
C08288,CARD_11075
C00395,CARD_18970
C04746,CARD_16204
C07644,CARD_22242
C05753,CARD_17523
C04406,CARD_22411
C02502,CARD_19787
C03967,CARD_13888
C07508,CARD_19950
C03862,CARD_11063
C01036,CARD_18574
C10176,CARD_20905
C00849,CARD_18140
C02280,CARD_21838
C03910,CARD_16591
C08466,CARD_18901
C10924,CARD_14551
C13456,CARD_21503
C06947,CARD_13432
C03867,CARD_13388
C13413,CARD_16866
C05932,CARD_10294
C10164,CARD_14603
C06194,CARD_10733
C11181,CARD_17966
C05540,CARD_22954
C02294,CARD_10948
C03669,CARD_23310
C05808,CARD_20573
C12397,CARD_17511
C03757,CARD_22171
C04305,CARD_14261
C08494,CARD_11090
C07868,CARD_17647
C04016,CARD_20519
C02673,CARD_19692
C04346,CARD_20121
C02285,CARD_12317
C12352,CARD_20601
C06879,CARD_23395
C09885,CARD_10447
C11298,CARD_17353
C02133,CARD_10881
C08555,CARD_10538
C13007,CARD_12255
C06022,CARD_17104
C06040,CARD_17878
C13517,CARD_16750
C10325,CARD_15535
C02914,CARD_18558
C06198,CARD_12268
C07386,CARD_21100
C05736,CARD_20724
C05859,CARD_16903
C06173,CARD_14227
C00723,CARD_17927
C05786,CARD_12350
C02576,CARD_21349
C08397,CARD_22945
C06059,CARD_13617
C12666,CARD_10842
C04575,CARD_22077
C10222,CARD_16717
C02102,CARD_18434
C07730,CARD_17309
C12655,CARD_18319
C06818,CARD_12701
C05574,CARD_14611
C06494,CARD_16109
C03539,CARD_11622
C09700,CARD_19714
C11014,CARD_12521
C09938,CARD_19184
C11297,CARD_12999
C04078,CARD_18762
C09529,CARD_22127
C03184,CARD_13252
C05610,CARD_16814
C02999,CARD_13579
C03813,CARD_20188
C03941,CARD_10178
C07619,CARD_16382
C02030,CARD_20525
C12730,CARD_14288
C09823,CARD_14174
C04436,CARD_21646
C02701,CARD_16657
C12223,CARD_10181
C02200,CARD_13538
C08217,CARD_18327
C06942,CARD_23511
C13360,CARD_18669
C05290,CARD_12668
C06130,CARD_14749
C06532,CARD_22016
C12638,CARD_13872
C08482,CARD_13080
C13067,CARD_13711
C12211,CARD_15422
C03608,CARD_22076
C03348,CARD_10864
C01559,CARD_17555
C08297,CARD_21368
C12119,CARD_21470
C03633,CARD_10938
C05467,CARD_15178
C04278,CARD_13820
C03060,CARD_20736
C04072,CARD_12702
C12036,CARD_22770
C00113,CARD_20137
C12320,CARD_18120
C05999,CARD_18335
C09491,CARD_18511
C03441,CARD_15852
C02567,CARD_14035
C09495,CARD_18784
C10861,CARD_11128
C12889,CARD_18158
C05359,CARD_19276
C11495,CARD_20837
C04861,CARD_22156
C04759,CARD_14967
C04974,CARD_13360
C03388,CARD_17957
C01603,CARD_15302
C07750,CARD_14562
C04860,CARD_17149
C02978,CARD_19210
C01126,CARD_16372
C02071,CARD_22444
C00415,CARD_11425
C11995,CARD_22344
C07462,CARD_19231
C08374,CARD_10117
C04296,CARD_17859
C00924,CARD_17989
C08214,CARD_21266
C04421,CARD_12299
C06556,CARD_15415
C06434,CARD_19822
C12947,CARD_14102
C01357,CARD_16831
C12831,CARD_14485
C00527,CARD_10167
C02389,CARD_14857
C00285,CARD_12124
C08087,CARD_19620
C06855,CARD_14517
C05738,CARD_10061
C05673,CARD_17848
C07594,CARD_16394
C13468,CARD_13253
C13410,CARD_19810
C06870,CARD_18643
C00232,CARD_21426
C12957,CARD_12339
C13340,CARD_17156
C10974,CARD_22790
C06599,CARD_21281
C06426,CARD_17785
C06578,CARD_19665
C04096,CARD_17625
C01695,CARD_14371
C06582,CARD_21145
C11965,CARD_12023
C05135,CARD_16452
C09641,CARD_18598
C03511,CARD_21184
C06014,CARD_14677
C11941,CARD_15222
C10725,CARD_11138
C05846,CARD_21624
C01486,CARD_22795
C13334,CARD_20611
C06218,CARD_22440
C09581,CARD_18588
C02015,CARD_11428
C02024,CARD_18646
C01096,CARD_12402
C08646,CARD_12263
C04265,CARD_22635
C02044,CARD_19955
C06549,CARD_19440
C00941,CARD_15236
C09496,CARD_16466
C05083,CARD_22111
C02873,CARD_22549
C01694,CARD_15135
C10100,CARD_11998
C03066,CARD_11470
C00560,CARD_16879
C13151,CARD_22088
C07123,CARD_11711
C09445,CARD_16303
C09855,CARD_21338
C08577,CARD_13698
C04545,CARD_14767
C03353,CARD_19897
C02604,CARD_22700
C08478,CARD_17451
C08384,CARD_21662
C12925,CARD_22653
C01892,CARD_13693
C05182,CARD_12064
C12634,CARD_20073
C02070,CARD_11867
C03656,CARD_18355
C03263,CARD_12461
C13219,CARD_18314
C00557,CARD_19249
C11109,CARD_17122
C11806,CARD_10345
C08968,CARD_15893
C13138,CARD_17163
C11332,CARD_21633
C13153,CARD_18381
C08147,CARD_20562
C01574,CARD_11845
C06909,CARD_20622
C12991,CARD_21875
C00911,CARD_14067
C01349,CARD_17029
C05519,CARD_15031
C03368,CARD_14937
C10647,CARD_21031
C04492,CARD_12210
C02171,CARD_21988
C13382,CARD_12557
C08985,CARD_22081
C05694,CARD_15933
C07736,CARD_11837
C04885,CARD_22100
C06559,CARD_11180
C00724,CARD_12134
C08426,CARD_15695
C09683,CARD_16565
C12201,CARD_17291
C07299,CARD_23459
C05872,CARD_18553
C08549,CARD_10960
C02065,CARD_17920
C13390,CARD_20405
C09283,CARD_11223
C02165,CARD_21996
C05428,CARD_22802
C11656,CARD_15129
C05453,CARD_15223
C12431,CARD_18298
C03185,CARD_22455
C11642,CARD_20610
C07134,CARD_10224
C11158,CARD_21902
C01365,CARD_18852
C01179,CARD_20153
C06215,CARD_19118
C09137,CARD_12478
C06954,CARD_18326
C08148,CARD_15066
C10289,CARD_11530
C12694,CARD_14528
C10065,CARD_22783
C12586,CARD_11039
C00068,CARD_14129
C11914,CARD_13317
C06161,CARD_23133
C11547,CARD_17117
C00090,CARD_16189
C03504,CARD_22619
C01869,CARD_13413
C00650,CARD_13578
C04038,CARD_20163
C06320,CARD_17435
C04571,CARD_12193
C07228,CARD_12740
C12999,CARD_16068
C00674,CARD_17667
C05587,CARD_15047
C00364,CARD_23541
C08477,CARD_12333
C08936,CARD_12785
C07908,CARD_16780
C12041,CARD_19625
C04683,CARD_21157
C00414,CARD_11625
C09939,CARD_20475
C08414,CARD_18267
C13005,CARD_11007
C11258,CARD_22943
C08839,CARD_19792
C07687,CARD_16086
C02196,CARD_11624
C06197,CARD_20206
C10322,CARD_14156
C07130,CARD_15526
C00892,CARD_15822
C05566,CARD_15213
C01492,CARD_15723
C01657,CARD_17245
C02907,CARD_17602
C11915,CARD_12396
C07978,CARD_22001
C08972,CARD_18223
C12936,CARD_15982
C12802,CARD_19158
C11041,CARD_13362
C12569,CARD_22268
C00865,CARD_19958
C11891,CARD_18586
C06624,CARD_12099
C01965,CARD_13659
C02127,CARD_19546
C04661,CARD_22135
C05118,CARD_18957
C13343,CARD_15516
C02826,CARD_22441
C05346,CARD_13000
C06590,CARD_13261
C03464,CARD_22713
C06078,CARD_21458
C10569,CARD_12246
C13513,CARD_17544
C02945,CARD_16617
C08917,CARD_13450
C01461,CARD_16357
C01590,CARD_13691
C10992,CARD_16770
C08823,CARD_17108
C12642,CARD_19088
C05063,CARD_14524
C00422,CARD_11465
C13088,CARD_22124
C00197,CARD_16667
C12208,CARD_10254
C03389,CARD_17953
C01372,CARD_13894
C13061,CARD_19220
C10020,CARD_20868
C01310,CARD_22768
C05020,CARD_20886
C12128,CARD_19504
C07093,CARD_23540
C12007,CARD_19817
C02565,CARD_23227
C11485,CARD_13038
C11132,CARD_14392
C07728,CARD_15647
C04898,CARD_16332
C06350,CARD_15917
C02513,CARD_21482
C02114,CARD_15126
C00739,CARD_13190
C04392,CARD_18313
C08375,CARD_22290
C11640,CARD_12310
C10769,CARD_17007
C03752,CARD_16367
C13027,CARD_14274
C11884,CARD_19145
C03194,CARD_21944
C01638,CARD_19116
C12044,CARD_12066
C13009,CARD_18947
C02968,CARD_10739
C02989,CARD_11763
C04425,CARD_12617
C02149,CARD_10376
C11080,CARD_13093
C09196,CARD_10136
C06237,CARD_11418
C11595,CARD_18175
C05692,CARD_20996
C09873,CARD_23282
C02719,CARD_13607
C11117,CARD_19744
C11765,CARD_14759
C05029,CARD_16663
C04414,CARD_19503
C06467,CARD_16330
C11584,CARD_16558
C10279,CARD_13993
C09741,CARD_11538
C00449,CARD_15538
C12667,CARD_19542
C00938,CARD_23419
C12932,CARD_14202
C11615,CARD_14672
C02053,CARD_17157
C10685,CARD_20732
C05748,CARD_21369
C00045,CARD_21537
C11275,CARD_19185
C01361,CARD_11525
C08703,CARD_18724
C09227,CARD_19733
C09685,CARD_10962
C05008,CARD_21802
C12225,CARD_19015
C01859,CARD_10187
C02055,CARD_22923
C13032,CARD_12969
C12111,CARD_18740
C08744,CARD_10360
C09125,CARD_17567
C02079,CARD_18391
C08918,CARD_22404
C10334,CARD_15171
C04729,CARD_16661
C12696,CARD_12424
C03842,CARD_17444
C02217,CARD_20987
C08528,CARD_15774
C06772,CARD_18549
C11859,CARD_22570
C08730,CARD_12560
C06764,CARD_13651
C10203,CARD_19528
C10905,CARD_23534
C09270,CARD_17868
C05116,CARD_10539
C00384,CARD_12102
C07742,CARD_23112
C11809,CARD_11215
C09078,CARD_23469
C10175,CARD_11633
C05766,CARD_18116
C04358,CARD_17373
C13528,CARD_15565
C02247,CARD_19801
C11073,CARD_13458
C10037,CARD_16549
C04274,CARD_21645
C06437,CARD_12014
C12770,CARD_21707
C00584,CARD_11548
C13499,CARD_14259
C09836,CARD_16230
C04801,CARD_19953
C13430,CARD_15595
C03558,CARD_15651
C12132,CARD_16951
C12838,CARD_16453
C12454,CARD_10337
C00983,CARD_14634
C03451,CARD_14294
C03783,CARD_17355
C03255,CARD_11749
C11666,CARD_17105
C03917,CARD_20414
C12233,CARD_16605
C11968,CARD_18807
C03146,CARD_23075
C01897,CARD_18551
C00897,CARD_15963
C00535,CARD_22793
C00712,CARD_21498
C02562,CARD_19871
C06976,CARD_12336
C00301,CARD_19678
C07909,CARD_19022
C07988,CARD_12219
C11644,CARD_19161
C01122,CARD_20941
C07547,CARD_22470
C00659,CARD_21585
C02782,CARD_12976
C06538,CARD_19232
C10884,CARD_12906
C12778,CARD_14291
C08045,CARD_16716
C04879,CARD_23413
C08537,CARD_21650
C10902,CARD_18371
C06039,CARD_15279
C10385,CARD_16400
C06929,CARD_10463
C12523,CARD_21075
C12307,CARD_12937
C04755,CARD_10590
C12276,CARD_19085
C10474,CARD_22959
C09623,CARD_16415
C10756,CARD_11955
C12680,CARD_13338
C09573,CARD_17999
C02320,CARD_14856
C07646,CARD_17080
C07244,CARD_17589
C11215,CARD_19841
C04058,CARD_15789
C03312,CARD_21984
C06962,CARD_16301
C12396,CARD_18781
C10467,CARD_12275
C10130,CARD_17680
C12966,CARD_21538
C11445,CARD_21993
C09582,CARD_10488
C00826,CARD_22710
C03316,CARD_13786
C09241,CARD_11324
C11363,CARD_20150
C01926,CARD_13276
C01671,CARD_16222
C06373,CARD_17947
C05625,CARD_13545
C02479,CARD_12226
C03711,CARD_15040
C02858,CARD_14255
C12690,CARD_16237
C01755,CARD_10769
C12305,CARD_19150
C09398,CARD_18874
C11907,CARD_12241
C02573,CARD_23394
C04282,CARD_22525
C01995,CARD_10616
C11670,CARD_15343
C07918,CARD_10991
C06835,CARD_13228
C10936,CARD_15927
C11844,CARD_10792
C13397,CARD_13568
C03880,CARD_11274
C10127,CARD_18135
C00834,CARD_12053
C10933,CARD_13300
C10218,CARD_12445
C08943,CARD_11266
C02000,CARD_16800
C10310,CARD_16957
C11945,CARD_15846
C10757,CARD_11646
C09219,CARD_17761
C12656,CARD_12737
C00513,CARD_23485
C02709,CARD_12412
C03397,CARD_10695
C01595,CARD_11581
C00106,CARD_17101
C12471,CARD_14803
C08443,CARD_12340
C00092,CARD_22321
C09530,CARD_19036
C00768,CARD_14644
C03551,CARD_10286
C03457,CARD_10585
C03486,CARD_21109
C05031,CARD_23208
C11777,CARD_13195
C06485,CARD_18821
C09422,CARD_20737
C07074,CARD_15038
C12061,CARD_19690
C02330,CARD_11658
C02809,CARD_22640
C11453,CARD_23522
C00348,CARD_21803
C01589,CARD_22738
C07800,CARD_15761
C11429,CARD_17701
C01280,CARD_17082
C12745,CARD_12020
C06554,CARD_20200
C10223,CARD_10888
C06708,CARD_21568
C11846,CARD_16988
C08575,CARD_23521
C13233,CARD_23479
C02717,CARD_10272
C00273,CARD_18499
C05791,CARD_16609
C08183,CARD_21801
C11203,CARD_18764
C09869,CARD_14092
C05476,CARD_15496
C02891,CARD_16563
C08765,CARD_10560
C04369,CARD_15671
C11558,CARD_18340
C11871,CARD_17579
C08733,CARD_18973
C02545,CARD_11509
C09604,CARD_23042
C01301,CARD_16937
C02020,CARD_17260
C08902,CARD_21972
C11818,CARD_17399
C05751,CARD_18642
C12245,CARD_18812
C08989,CARD_12767
C08675,CARD_13633
C07729,CARD_15588
C04775,CARD_15420
C04262,CARD_22119
C00294,CARD_11260
C08877,CARD_23364
C07811,CARD_22204
C03999,CARD_22813
C08796,CARD_11177
C08602,CARD_16526
C13407,CARD_21245
C06279,CARD_22938
C06630,CARD_19691
C07006,CARD_17551
C08032,CARD_13351
C05935,CARD_15248
C11444,CARD_13314
C13303,CARD_10449
C06655,CARD_14438
C01941,CARD_10062
C04788,CARD_14073
C05307,CARD_20655
C03161,CARD_12144
C00895,CARD_20678
C12407,CARD_15945
C01436,CARD_20511
C07762,CARD_10169
C10424,CARD_22762
C08438,CARD_20973
C01659,CARD_10772
C08637,CARD_18278
C05739,CARD_13281
C03141,CARD_11529
C00218,CARD_19740
C05385,CARD_15997
C07337,CARD_17497
C00728,CARD_12948
C02355,CARD_13482
C12322,CARD_17930
C01922,CARD_17118
C10023,CARD_12431
C03708,CARD_17537
C09900,CARD_11580
C12946,CARD_21780
C09992,CARD_10146
