customer_id,customer_name
C00059,C00059
C01286,C01286
C11852,C11852
C12981,C12981
C07335,C07335
C04062,C04062
C11176,C11176
C00089,C00089
C05448,C05448
C06327,C06327
C04525,C04525
C10320,C10320
C11768,C11768
C02566,C02566
C10900,C10900
C11701,C11701
C02646,C02646
C04764,C04764
C02930,C02930
C11216,C11216
C07149,C07149
C09354,C09354
C01248,C01248
C03651,C03651
C03722,C03722
C07741,C07741
C04701,C04701
C07997,C07997
C01942,C01942
C10006,C10006
C03204,C03204
C08695,C08695
C08775,C08775
C09191,C09191
C13053,C13053
C08542,C08542
C11687,C11687
C03839,C03839
C09087,C09087
C07276,C07276
C08321,C08321
C13346,C13346
C11494,C11494
C07889,C07889
C04408,C04408
C02346,C02346
C03411,C03411
C01337,C01337
C09650,C09650
C01988,C01988
C04118,C04118
C00195,C00195
C03670,C03670
C06845,C06845
C05318,C05318
C05164,C05164
C12097,C12097
C08597,C08597
C04112,C04112
C12003,C12003
C06658,C06658
C07906,C07906
C04285,C04285
C12542,C12542
C00409,C00409
C00101,C00101
C02456,C02456
C12060,C12060
C02094,C02094
C10915,C10915
C13542,C13542
C08622,C08622
C09261,C09261
C11441,C11441
C01735,C01735
C05129,C05129
C11257,C11257
C07076,C07076
C10760,C10760
C03787,C03787
C13337,C13337
C05011,C05011
C08422,C08422
C10752,C10752
C11533,C11533
C11662,C11662
C06552,C06552
C06800,C06800
C00642,C00642
C04352,C04352
C01706,C01706
C03532,C03532
C05120,C05120
C10873,C10873
C07847,C07847
C08460,C08460
C10386,C10386
C04157,C04157
C13328,C13328
C01855,C01855
C09064,C09064
C03201,C03201
C09274,C09274
C04248,C04248
C06388,C06388
C12321,C12321
C04548,C04548
C07336,C07336
C09608,C09608
C00509,C00509
C03299,C03299
C11319,C11319
C10946,C10946
C07954,C07954
C00522,C00522
C03042,C03042
C12626,C12626
C05576,C05576
C11362,C11362
C13117,C13117
C06840,C06840
C02708,C02708
C05393,C05393
C13408,C13408
C01782,C01782
C08780,C08780
C00779,C00779
C09795,C09795
C06681,C06681
C10015,C10015
C03933,C03933
C11872,C11872
C00081,C00081
C03696,C03696
C11726,C11726
C10365,C10365
C12826,C12826
C08240,C08240
C01002,C01002
C05820,C05820
C03449,C03449
C09733,C09733
C07626,C07626
C02780,C02780
C06873,C06873
C06438,C06438
C04281,C04281
C10227,C10227
C01661,C01661
C00386,C00386
C03061,C03061
C06306,C06306
C00543,C00543
C08875,C08875
C02112,C02112
C13486,C13486
C03024,C03024
C00704,C00704
C11479,C11479
C09742,C09742
C10949,C10949
C09289,C09289
C11590,C11590
C10922,C10922
C01979,C01979
C10998,C10998
C13015,C13015
C09362,C09362
C00213,C00213
C05289,C05289
C06683,C06683
C04075,C04075
C13512,C13512
C07641,C07641
C11509,C11509
C12289,C12289
C01390,C01390
C12796,C12796
C12841,C12841
C08447,C08447
C08719,C08719
C01119,C01119
C09365,C09365
C04025,C04025
C11489,C11489
C03085,C03085
C09791,C09791
C06220,C06220
C12712,C12712
C02740,C02740
C06190,C06190
C11543,C11543
C08219,C08219
C04083,C04083
C02962,C02962
C05542,C05542
C06940,C06940
C00067,C00067
C06644,C06644
C02198,C02198
C09902,C09902
C05969,C05969
C12852,C12852
C05327,C05327
C01296,C01296
C02398,C02398
C01618,C01618
C13227,C13227
C09710,C09710
C00854,C00854
C04288,C04288
C13054,C13054
C07987,C07987
C12166,C12166
C02855,C02855
C06224,C06224
C06031,C06031
C02897,C02897
C04030,C04030
C11045,C11045
C02076,C02076
C09933,C09933
C03427,C03427
C01860,C01860
C05259,C05259
C10469,C10469
C10570,C10570
C11973,C11973
C11380,C11380
C01818,C01818
C03549,C03549
C11249,C11249
C04500,C04500
C01776,C01776
C05061,C05061
C12519,C12519
C10968,C10968
C10849,C10849
C02437,C02437
C05332,C05332
C05973,C05973
C04434,C04434
C09911,C09911
C13290,C13290
C00249,C00249
C13114,C13114
C08461,C08461
C10383,C10383
C04186,C04186
C07608,C07608
C00382,C00382
C09560,C09560
C02867,C02867
C08872,C08872
C10507,C10507
C04983,C04983
C03738,C03738
C05513,C05513
C07581,C07581
C06705,C06705
C10562,C10562
C08709,C08709
C06208,C06208
C00594,C00594
C09579,C09579
C02516,C02516
C01387,C01387
C11781,C11781
C10112,C10112
C01864,C01864
C09826,C09826
C11010,C11010
C10575,C10575
C10599,C10599
C02321,C02321
C10326,C10326
C02765,C02765
C06331,C06331
C01509,C01509
C10927,C10927
C02132,C02132
C11545,C11545
C07845,C07845
C04957,C04957
C06631,C06631
C05459,C05459
C08112,C08112
C09251,C09251
C01977,C01977
C04708,C04708
C08793,C08793
C00189,C00189
C05924,C05924
C00426,C00426
C00803,C00803
C05551,C05551
C00915,C00915
C09556,C09556
C11140,C11140
C08127,C08127
C12602,C12602
C01222,C01222
C12512,C12512
C09454,C09454
C03125,C03125
C08420,C08420
C10025,C10025
C07681,C07681
C10045,C10045
C13349,C13349
C03341,C03341
C05142,C05142
C08921,C08921
C04393,C04393
C08847,C08847
C08281,C08281
C10244,C10244
C11496,C11496
C07398,C07398
C12238,C12238
C01138,C01138
C02776,C02776
C09868,C09868
C03246,C03246
C01289,C01289
C13196,C13196
C11970,C11970
C04007,C04007
C02365,C02365
C10433,C10433
C03108,C03108
C04004,C04004
C03786,C03786
C01579,C01579
C01596,C01596
C07065,C07065
C02525,C02525
C00978,C00978
C11788,C11788
C08288,C08288
C00395,C00395
C04746,C04746
C07644,C07644
C05753,C05753
C04406,C04406
C02502,C02502
C03967,C03967
C07508,C07508
C03862,C03862
C01036,C01036
C10176,C10176
C00849,C00849
C02280,C02280
C03910,C03910
C08466,C08466
C10924,C10924
C13456,C13456
C06947,C06947
C03867,C03867
C13413,C13413
C05932,C05932
C10164,C10164
C06194,C06194
C11181,C11181
C05540,C05540
C02294,C02294
C03669,C03669
C05808,C05808
C12397,C12397
C03757,C03757
C04305,C04305
C08494,C08494
C07868,C07868
C04016,C04016
C02673,C02673
C04346,C04346
C02285,C02285
C12352,C12352
C06879,C06879
C09885,C09885
C11298,C11298
C02133,C02133
C08555,C08555
C13007,C13007
C06022,C06022
C06040,C06040
C13517,C13517
C10325,C10325
C02914,C02914
C06198,C06198
C07386,C07386
C05736,C05736
C05859,C05859
C06173,C06173
C00723,C00723
C05786,C05786
C02576,C02576
C08397,C08397
C06059,C06059
C12666,C12666
C04575,C04575
C10222,C10222
C02102,C02102
C07730,C07730
C12655,C12655
C06818,C06818
C05574,C05574
C06494,C06494
C03539,C03539
C09700,C09700
C11014,C11014
C09938,C09938
C11297,C11297
C04078,C04078
C09529,C09529
C03184,C03184
C05610,C05610
C02999,C02999
C03813,C03813
C03941,C03941
C07619,C07619
C02030,C02030
C12730,C12730
C09823,C09823
C04436,C04436
C02701,C02701
C12223,C12223
C02200,C02200
C08217,C08217
C06942,C06942
C13360,C13360
C05290,C05290
C06130,C06130
C06532,C06532
C12638,C12638
C08482,C08482
C13067,C13067
C12211,C12211
C03608,C03608
C03348,C03348
C01559,C01559
C08297,C08297
C12119,C12119
C03633,C03633
C05467,C05467
C04278,C04278
C03060,C03060
C04072,C04072
C12036,C12036
C00113,C00113
C12320,C12320
C05999,C05999
C09491,C09491
C03441,C03441
C02567,C02567
C09495,C09495
C10861,C10861
C12889,C12889
C05359,C05359
C11495,C11495
C04861,C04861
C04759,C04759
C04974,C04974
C03388,C03388
C01603,C01603
C07750,C07750
C04860,C04860
C02978,C02978
C01126,C01126
C02071,C02071
C00415,C00415
C11995,C11995
C07462,C07462
C08374,C08374
C04296,C04296
C00924,C00924
C08214,C08214
C04421,C04421
C06556,C06556
C06434,C06434
C12947,C12947
C01357,C01357
C12831,C12831
C00527,C00527
C02389,C02389
C00285,C00285
C08087,C08087
C06855,C06855
C05738,C05738
C05673,C05673
C07594,C07594
C13468,C13468
C13410,C13410
C06870,C06870
C00232,C00232
C12957,C12957
C13340,C13340
C10974,C10974
C06599,C06599
C06426,C06426
C06578,C06578
C04096,C04096
C01695,C01695
C06582,C06582
C11965,C11965
C05135,C05135
C09641,C09641
C03511,C03511
C06014,C06014
C11941,C11941
C10725,C10725
C05846,C05846
C01486,C01486
C13334,C13334
C06218,C06218
C09581,C09581
C02015,C02015
C02024,C02024
C01096,C01096
C08646,C08646
C04265,C04265
C02044,C02044
C06549,C06549
C00941,C00941
C09496,C09496
C05083,C05083
C02873,C02873
C01694,C01694
C10100,C10100
C03066,C03066
C00560,C00560
C13151,C13151
C07123,C07123
C09445,C09445
C09855,C09855
C08577,C08577
C04545,C04545
C03353,C03353
C02604,C02604
C08478,C08478
C08384,C08384
C12925,C12925
C01892,C01892
C05182,C05182
C12634,C12634
C02070,C02070
C03656,C03656
C03263,C03263
C13219,C13219
C00557,C00557
C11109,C11109
C11806,C11806
C08968,C08968
C13138,C13138
C11332,C11332
C13153,C13153
C08147,C08147
C01574,C01574
C06909,C06909
C12991,C12991
C00911,C00911
C01349,C01349
C05519,C05519
C03368,C03368
C10647,C10647
C04492,C04492
C02171,C02171
C13382,C13382
C08985,C08985
C05694,C05694
C07736,C07736
C04885,C04885
C06559,C06559
C00724,C00724
C08426,C08426
C09683,C09683
C12201,C12201
C07299,C07299
C05872,C05872
C08549,C08549
C02065,C02065
C13390,C13390
C09283,C09283
C02165,C02165
C05428,C05428
C11656,C11656
C05453,C05453
C12431,C12431
C03185,C03185
C11642,C11642
C07134,C07134
C11158,C11158
C01365,C01365
C01179,C01179
C06215,C06215
C09137,C09137
C06954,C06954
C08148,C08148
C10289,C10289
C12694,C12694
C10065,C10065
C12586,C12586
C00068,C00068
C11914,C11914
C06161,C06161
C11547,C11547
C00090,C00090
C03504,C03504
C01869,C01869
C00650,C00650
C04038,C04038
C06320,C06320
C04571,C04571
C07228,C07228
C12999,C12999
C00674,C00674
C05587,C05587
C00364,C00364
C08477,C08477
C08936,C08936
C07908,C07908
C12041,C12041
C04683,C04683
C00414,C00414
C09939,C09939
C08414,C08414
C13005,C13005
C11258,C11258
C08839,C08839
C07687,C07687
C02196,C02196
C06197,C06197
C10322,C10322
C07130,C07130
C00892,C00892
C05566,C05566
C01492,C01492
C01657,C01657
C02907,C02907
C11915,C11915
C07978,C07978
C08972,C08972
C12936,C12936
C12802,C12802
C11041,C11041
C12569,C12569
C00865,C00865
C11891,C11891
C06624,C06624
C01965,C01965
C02127,C02127
C04661,C04661
C05118,C05118
C13343,C13343
C02826,C02826
C05346,C05346
C06590,C06590
C03464,C03464
C06078,C06078
C10569,C10569
C13513,C13513
C02945,C02945
C08917,C08917
C01461,C01461
C01590,C01590
C10992,C10992
C08823,C08823
C12642,C12642
C05063,C05063
C00422,C00422
C13088,C13088
C00197,C00197
C12208,C12208
C03389,C03389
C01372,C01372
C13061,C13061
C10020,C10020
C01310,C01310
C05020,C05020
C12128,C12128
C07093,C07093
C12007,C12007
C02565,C02565
C11485,C11485
C11132,C11132
C07728,C07728
C04898,C04898
C06350,C06350
C02513,C02513
C02114,C02114
C00739,C00739
C04392,C04392
C08375,C08375
C11640,C11640
C10769,C10769
C03752,C03752
C13027,C13027
C11884,C11884
C03194,C03194
C01638,C01638
C12044,C12044
C13009,C13009
C02968,C02968
C02989,C02989
C04425,C04425
C02149,C02149
C11080,C11080
C09196,C09196
C06237,C06237
C11595,C11595
C05692,C05692
C09873,C09873
C02719,C02719
C11117,C11117
C11765,C11765
C05029,C05029
C04414,C04414
C06467,C06467
C11584,C11584
C10279,C10279
C09741,C09741
C00449,C00449
C12667,C12667
C00938,C00938
C12932,C12932
C11615,C11615
C02053,C02053
C10685,C10685
C05748,C05748
C00045,C00045
C11275,C11275
C01361,C01361
C08703,C08703
C09227,C09227
C09685,C09685
C05008,C05008
C12225,C12225
C01859,C01859
C02055,C02055
C13032,C13032
C12111,C12111
C08744,C08744
C09125,C09125
C02079,C02079
C08918,C08918
C10334,C10334
C04729,C04729
C12696,C12696
C03842,C03842
C02217,C02217
C08528,C08528
C06772,C06772
C11859,C11859
C08730,C08730
C06764,C06764
C10203,C10203
C10905,C10905
C09270,C09270
C05116,C05116
C00384,C00384
C07742,C07742
C11809,C11809
C09078,C09078
C10175,C10175
C05766,C05766
C04358,C04358
C13528,C13528
C02247,C02247
C11073,C11073
C10037,C10037
C04274,C04274
C06437,C06437
C12770,C12770
C00584,C00584
C13499,C13499
C09836,C09836
C04801,C04801
C13430,C13430
C03558,C03558
C12132,C12132
C12838,C12838
C12454,C12454
C00983,C00983
C03451,C03451
C03783,C03783
C03255,C03255
C11666,C11666
C03917,C03917
C12233,C12233
C11968,C11968
C03146,C03146
C01897,C01897
C00897,C00897
C00535,C00535
C00712,C00712
C02562,C02562
C06976,C06976
C00301,C00301
C07909,C07909
C07988,C07988
C11644,C11644
C01122,C01122
C07547,C07547
C00659,C00659
C02782,C02782
C06538,C06538
C10884,C10884
C12778,C12778
C08045,C08045
C04879,C04879
C08537,C08537
C10902,C10902
C06039,C06039
C10385,C10385
C06929,C06929
C12523,C12523
C12307,C12307
C04755,C04755
C12276,C12276
C10474,C10474
C09623,C09623
C10756,C10756
C12680,C12680
C09573,C09573
C02320,C02320
C07646,C07646
C07244,C07244
C11215,C11215
C04058,C04058
C03312,C03312
C06962,C06962
C12396,C12396
C10467,C10467
C10130,C10130
C12966,C12966
C11445,C11445
C09582,C09582
C00826,C00826
C03316,C03316
C09241,C09241
C11363,C11363
C01926,C01926
C01671,C01671
C06373,C06373
C05625,C05625
C02479,C02479
C03711,C03711
C02858,C02858
C12690,C12690
C01755,C01755
C12305,C12305
C09398,C09398
C11907,C11907
C02573,C02573
C04282,C04282
C01995,C01995
C11670,C11670
C07918,C07918
C06835,C06835
C10936,C10936
C11844,C11844
C13397,C13397
C03880,C03880
C10127,C10127
C00834,C00834
C10933,C10933
C10218,C10218
C08943,C08943
C02000,C02000
C10310,C10310
C11945,C11945
C10757,C10757
C09219,C09219
C12656,C12656
C00513,C00513
C02709,C02709
C03397,C03397
C01595,C01595
C00106,C00106
C12471,C12471
C08443,C08443
C00092,C00092
C09530,C09530
C00768,C00768
C03551,C03551
C03457,C03457
C03486,C03486
C05031,C05031
C11777,C11777
C06485,C06485
C09422,C09422
C07074,C07074
C12061,C12061
C02330,C02330
C02809,C02809
C11453,C11453
C00348,C00348
C01589,C01589
C07800,C07800
C11429,C11429
C01280,C01280
C12745,C12745
C06554,C06554
C10223,C10223
C06708,C06708
C11846,C11846
C08575,C08575
C13233,C13233
C02717,C02717
C00273,C00273
C05791,C05791
C08183,C08183
C11203,C11203
C09869,C09869
C05476,C05476
C02891,C02891
C08765,C08765
C04369,C04369
C11558,C11558
C11871,C11871
C08733,C08733
C02545,C02545
C09604,C09604
C01301,C01301
C02020,C02020
C08902,C08902
C11818,C11818
C05751,C05751
C12245,C12245
C08989,C08989
C08675,C08675
C07729,C07729
C04775,C04775
C04262,C04262
C00294,C00294
C08877,C08877
C07811,C07811
C03999,C03999
C08796,C08796
C08602,C08602
C13407,C13407
C06279,C06279
C06630,C06630
C07006,C07006
C08032,C08032
C05935,C05935
C11444,C11444
C13303,C13303
C06655,C06655
C01941,C01941
C04788,C04788
C05307,C05307
C03161,C03161
C00895,C00895
C12407,C12407
C01436,C01436
C07762,C07762
C10424,C10424
C08438,C08438
C01659,C01659
C08637,C08637
C05739,C05739
C03141,C03141
C00218,C00218
C05385,C05385
C07337,C07337
C00728,C00728
C02355,C02355
C12322,C12322
C01922,C01922
C10023,C10023
C03708,C03708
C09900,C09900
C12946,C12946
C09992,C09992
C07275,C07275
C04785,C04785
C07986,C07986
C00502,C00502
C12137,C12137
C13369,C13369
C08909,C08909
C08510,C08510
C02219,C02219
C04716,C04716
C05263,C05263
C08489,C08489
C13060,C13060
C05469,C05469
C09680,C09680
C06430,C06430
C08008,C08008
C11138,C11138
C06479,C06479
C10907,C10907
C00281,C00281
C10773,C10773
C03271,C03271
C11031,C11031
C08456,C08456
C13268,C13268
C03394,C03394
C09908,C09908
C03274,C03274
C05976,C05976
C01665,C01665
C10139,C10139
C12585,C12585
C04569,C04569
C01481,C01481
C07171,C07171
C00621,C00621
C11546,C11546
C00452,C00452
C12226,C12226
C01422,C01422
C10360,C10360
C11660,C11660
C00667,C00667
C02803,C02803
C00223,C00223
C06664,C06664
C12180,C12180
C01653,C01653
C03278,C03278
C01719,C01719
C02018,C02018
C09883,C09883
C02499,C02499
C07725,C07725
C04844,C04844
C12312,C12312
C02656,C02656
C02393,C02393
C12990,C12990
C02014,C02014
C09586,C09586
C08698,C08698
C05007,C05007
C08914,C08914
C03601,C03601
C08620,C08620
C03699,C03699
C07311,C07311
C10058,C10058
C07073,C07073
C08947,C08947
C12439,C12439
C08142,C08142
C05887,C05887
C08551,C08551
C04481,C04481
C03069,C03069
C06898,C06898
C13333,C13333
C07714,C07714
C03685,C03685
C10308,C10308
C12505,C12505
C13058,C13058
C07822,C07822
C01761,C01761
C06193,C06193
C12171,C12171
C06205,C06205
C04185,C04185
C06268,C06268
C02488,C02488
C08247,C08247
C01471,C01471
C03550,C03550
C05285,C05285
C08083,C08083
C10035,C10035
C10404,C10404
C01849,C01849
C02245,C02245
C08820,C08820
C08547,C08547
C11867,C11867
C00873,C00873
C11019,C11019
C06971,C06971
C00204,C00204
C07307,C07307
C13034,C13034
C09969,C09969
C03089,C03089
C10029,C10029
C09249,C09249
C00533,C00533
C09891,C09891
C02533,C02533
C11370,C11370
C03308,C03308
C07162,C07162
C08316,C08316
C09806,C09806
C12368,C12368
C00774,C00774
C11738,C11738
C03648,C03648
C06313,C06313
C07356,C07356
C12913,C12913
C03731,C03731
C05419,C05419
C04415,C04415
C00496,C00496
C08024,C08024
C03706,C03706
C10266,C10266
C03406,C03406
C04891,C04891
C09460,C09460
C00332,C00332
C03112,C03112
C04748,C04748
C03291,C03291
C05314,C05314
C06905,C06905
C00181,C00181
C07194,C07194
C07517,C07517
C10786,C10786
C02371,C02371
C04990,C04990
C01553,C01553
C04134,C04134
C08403,C08403
C07948,C07948
C00749,C00749
C10396,C10396
C04830,C04830
C03330,C03330
C05631,C05631
C13381,C13381
C12900,C12900
C07141,C07141
C12209,C12209
C02616,C02616
C08260,C08260
C08108,C08108
C10032,C10032
C04127,C04127
C09906,C09906
C10498,C10498
C01966,C01966
C07878,C07878
C10010,C10010
C08395,C08395
C09782,C09782
C02737,C02737
C08231,C08231
C08533,C08533
C05967,C05967
C01949,C01949
C02138,C02138
C09092,C09092
C10965,C10965
C05335,C05335
C04832,C04832
C03293,C03293
C06726,C06726
C00998,C00998
C02097,C02097
C11677,C11677
C12241,C12241
C10916,C10916
C11985,C11985
C05769,C05769
C11796,C11796
C11329,C11329
C01421,C01421
C03797,C03797
C13205,C13205
C08956,C08956
C12993,C12993
C09177,C09177
C04301,C04301
C00159,C00159
C08339,C08339
C04146,C04146
C08595,C08595
C11808,C11808
C05858,C05858
C08467,C08467
C09361,C09361
C12791,C12791
C12358,C12358
C06988,C06988
C04523,C04523
C03437,C03437
C03231,C03231
C12144,C12144
C03151,C03151
C07245,C07245
C11704,C11704
C08519,C08519
C00836,C00836
C11085,C11085
C00856,C00856
C00185,C00185
C07338,C07338
C04237,C04237
C08307,C08307
C12259,C12259
C10068,C10068
C00986,C00986
C12295,C12295
C10405,C10405
C13384,C13384
C05664,C05664
C11069,C11069
C12249,C12249
C09493,C09493
C09200,C09200
C03505,C03505
C07645,C07645
C10121,C10121
C07472,C07472
C06500,C06500
C08166,C08166
C11557,C11557
C09727,C09727
C10643,C10643
C05746,C05746
C02207,C02207
C08503,C08503
C01987,C01987
C00782,C00782
C13487,C13487
C07855,C07855
C11855,C11855
C02430,C02430
C04632,C04632
C13045,C13045
C07148,C07148
C06550,C06550
C08857,C08857
C09828,C09828
C07196,C07196
C11165,C11165
C01163,C01163
C05506,C05506
C10167,C10167
C13247,C13247
C09396,C09396
C01529,C01529
C08454,C08454
C10253,C10253
C10052,C10052
C12109,C12109
C06958,C06958
C02569,C02569
C08934,C08934
C05747,C05747
C08977,C08977
C07203,C07203
C04400,C04400
C05380,C05380
C00307,C00307
C12189,C12189
C08236,C08236
C01032,C01032
C09622,C09622
C07282,C07282
C08305,C08305
C07510,C07510
C12677,C12677
C13359,C13359
C03206,C03206
C06267,C06267
C08075,C08075
C00406,C00406
C04267,C04267
C09170,C09170
C08299,C08299
C07628,C07628
C12797,C12797
C00635,C00635
C06096,C06096
C04407,C04407
C04515,C04515
C05767,C05767
C12952,C12952
C03666,C03666
C10349,C10349
C02552,C02552
C04676,C04676
C01710,C01710
C10957,C10957
C01448,C01448
C08607,C08607
C13380,C13380
C02145,C02145
C12750,C12750
C04060,C04060
C01981,C01981
C09076,C09076
C01744,C01744
C04085,C04085
C10309,C10309
C13076,C13076
C01826,C01826
C07339,C07339
C05801,C05801
C03506,C03506
C07109,C07109
C03409,C03409
C03925,C03925
C00050,C00050
C01230,C01230
C07354,C07354
C04549,C04549
C06605,C06605
C08047,C08047
C01972,C01972
C07591,C07591
C13068,C13068
C11173,C11173
C07319,C07319
C09174,C09174
C06143,C06143
C03843,C03843
C01311,C01311
C11287,C11287
C05145,C05145
C11374,C11374
C03119,C03119
C08228,C08228
C09568,C09568
C00567,C00567
C07989,C07989
C13326,C13326
C11513,C11513
C00653,C00653
C06704,C06704
C01902,C01902
C02986,C02986
C05729,C05729
C09368,C09368
C08888,C08888
C06992,C06992
C09306,C09306
C02578,C02578
C08926,C08926
C09129,C09129
C02477,C02477
C05300,C05300
C09986,C09986
C09197,C09197
C05107,C05107
C11534,C11534
C01682,C01682
C09468,C09468
C07990,C07990
C07300,C07300
C11964,C11964
C07502,C07502
C10406,C10406
C09013,C09013
C02425,C02425
C12885,C12885
C07747,C07747
C04665,C04665
C07380,C07380
C13036,C13036
C03840,C03840
C11359,C11359
C00887,C00887
C06136,C06136
C09031,C09031
C01575,C01575
C05677,C05677
C06343,C06343
C07125,C07125
C05555,C05555
C00962,C00962
C02976,C02976
C03079,C03079
C12527,C12527
C09093,C09093
C07585,C07585
C04154,C04154
C05772,C05772
C10137,C10137
C10892,C10892
C11890,C11890
C12267,C12267
C05245,C05245
C12897,C12897
C10013,C10013
C12953,C12953
C00540,C00540
C13191,C13191
C03508,C03508
C10502,C10502
C00889,C00889
C01377,C01377
C06639,C06639
C05192,C05192
C04125,C04125
C10229,C10229
C04201,C04201
C11975,C11975
C10519,C10519
C01420,C01420
C10820,C10820
C04311,C04311
C07360,C07360
C07562,C07562
C07571,C07571
C01363,C01363
C07197,C07197
C09111,C09111
C01031,C01031
C01875,C01875
C04903,C04903
C03778,C03778
C05477,C05477
C02716,C02716
C04933,C04933
C04840,C04840
C08450,C08450
C00374,C00374
C11206,C11206
C09444,C09444
C06663,C06663
C13488,C13488
C00777,C00777
C11847,C11847
C10546,C10546
C01152,C01152
C01982,C01982
C00780,C00780
C11842,C11842
C07423,C07423
C01063,C01063
C01569,C01569
C00456,C00456
C02648,C02648
C13187,C13187
C03473,C03473
C11613,C11613
C11794,C11794
C04474,C04474
C03959,C03959
C06046,C06046
C03969,C03969
C06906,C06906
